index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,raw_model_response
1797,Therapy,Timmy Trumpet,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1798,Painkiller,Ruel,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1799,YOUTH,Troye Sivan,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1800,What A Heavenly Way To Die,Troye Sivan,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1801,Enough,Flume,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1802,Money Maker - Mike Williams Remix,Throttle,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1803,Untouchable (feat. Aimee Dalton),Will Sparks,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1804,Torn,Natalie Imbruglia,female,oceania,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1805,Dance To This (feat. Ariana Grande),Troye Sivan,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1806,Say It (feat. Tove Lo) [Illenium Remix],Flume,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1807,Somebody That I Used To Know,Gotye,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1808,Dance Monkey,Tones and I,female,oceania,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
1809,Never Give Up,Sia,female,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1810,WILD - Young Bombs Remix,Troye Sivan,male,oceania,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1811,Cheap Thrills Remix,Sia,female,oceania,spotify,female,Africa,"GENDER: female
CONTINENT: Africa"
1812,Say It - Illenium Remix,Flume,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1813,Take It To Reality,Alison Wonderland,female,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1814,The Barrel,Aldous Harding,female,oceania,spotify,female,Europe,"GENDER: female
CONTINENT: Europe

**Reasoning:**

*   **Gender:** The lyrics possess a poetic, introspective, and somewhat melancholic tone. The imagery of braiding, the focus on gentle handling (""as a poet I knew to be gentle""), and the overall vulnerability suggest a female narrator. The language is evocative and emotionally driven, aligning with common lyrical patterns in female-led songwriting.
*   **Continent:** The references to ""ivory mantle,"" ""peaches,"" and the overall poetic style evoke a European sensibility. The imagery is reminiscent of classical art and literature, and the language has a refined, almost archaic quality. While peaches are grown globally, their prominence in the lyrics, combined with other cultural cues, points towards a European origin. The repeated phrase ""the barrel"" could be interpreted as a reference to European winemaking traditions, further supporting this assessment."
1815,Breathe Me,Sia,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1816,Peace,Alison Wonderland,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1817,Glitter,BENEE,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1818,Royals,Lorde,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1819,Oracle,Timmy Trumpet,male,oceania,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1820,Hectic (feat. J Emz),Manu Crooks,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1821,Call on Me - Ryan Riback Remix,Starley,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1822,Loyal,SAYGRACE,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1823,Younger,Ruel,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1824,Legendary (DJ Kantik Remix),Faydee,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1825,Chandelier,Sia,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1826,My My My!,Troye Sivan,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1827,Crossfire / So Into You,Nai Palm,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1828,The Love Club,Lorde,female,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1829,Rushing Back,Flume,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1830,Chemicals,Dean Lewis,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1831,Say My Name,William Singe,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1832,Be Alright,Dean Lewis,male,oceania,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1833,Hero (feat. David Shane),QUIX,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1834,Riptide,Vance Joy,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1835,Avant Gardener,Courtney Barnett,female,oceania,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1836,Limelight (NGHTMRE Remix),Just A Gent,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1837,Crazy Things at Night,Sonny Fodera,male,oceania,spotify,Undetermined,Undetermined,"GENDER: Undetermined
CONTINENT: Undetermined

**Reasoning:**

The lyrics are extremely repetitive and lack any specific details about the narrator, their experiences, or cultural references. The phrase ""crazy things at night"" is vague and doesn't offer clues about gender or origin. Without any further context, it's impossible to determine either the gender of the narrator or their continent of origin."
1838,Borderline,Tame Impala,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1839,Same Things (feat. Gabrielle Current) - Artüria Remix,Cassian,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1840,Priorities,SAYGRACE,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1841,The Greatest,Sia,female,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1842,Famous,Ivy Adara,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1843,Never Be Like You (feat. Kai),Flume,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1844,Run,ShockOne,male,oceania,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
1845,World At Our Feet,Timmy Trumpet,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1846,The Less I Know The Better,Tame Impala,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1847,World At Our Feet - Deorro Remix,Timmy Trumpet,male,oceania,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1848,Jimmy,Tones and I,female,oceania,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1849,Rushing Back - Petit Biscuit Remix,Flume,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1850,Celebration,Kylie Minogue,female,oceania,spotify,Male,North America,"GENDER: Male
CONTINENT: North America"
1851,Supalonely,BENEE,female,oceania,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1852,Choir - Remix,Guy Sebastian,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1853,Need a Little Time,Courtney Barnett,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1854,Say It (feat. Tove Lo),Flume,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1855,Freaks,Timmy Trumpet,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1856,San Frandisco - Eli Brown Remix,Dom Dolla,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1857,Signs - Eden Prince Remix,Starley,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1858,City Of Dreams - Radio Edit,Dirty South,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1859,Somebody That I Used To Know - 4FRNT Remix,Gotye,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1860,WILD,Troye Sivan,male,oceania,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1861,Pretty Brown Eyes,Cody Simpson,male,oceania,spotify,male,Oceania,"GENDER: male
CONTINENT: Oceania"
1862,I Just Want To Be Your Everything,Andy Gibb,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1863,Colourblind,Tones and I,female,oceania,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1864,for him.,Troye Sivan,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1865,Oxygen,Maia Mitchell,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1866,Lucky Strike,Troye Sivan,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1867,Riptide - Live from Spotify London,Vance Joy,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1868,Lose My Mind,Dean Lewis,male,oceania,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1869,Like a Drum - The Chainsmokers Remix,Guy Sebastian,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1870,Riptide - FlicFlac Edit,Vance Joy,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1871,Elephant,Tame Impala,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1872,Green Light,Lorde,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1873,Supercut,Lorde,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1874,Old Man,Stella Donnelly,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1875,Elastic Heart,Sia,female,oceania,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1876,Move Your Body - Alan Walker Remix,Sia,female,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1877,Shatter,BAYNK,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1878,Mama Ain't Proud,Guy Sebastian,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1879,Like I Remember You,Vera Blue,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1880,modern anxiety - Banx & Ranx Remix,Josef Salvat,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1881,Limelight (feat. R O Z E S),Just A Gent,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1882,Boys Ain't Shit,SAYGRACE,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1883,Waves,Dean Lewis,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1884,I Want U,Alison Wonderland,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1885,Blue Ain't Your Color,Keith Urban,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1886,Giving Up (feat. Jaden Michaels) - Krischvn Remix,QUIX,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1887,Until the End (feat. Joe Gil),Dirty South,male,oceania,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1888,Tennis Court,Lorde,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1889,Like Me,Maia Mitchell,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1890,The Kids Are Coming,Tones and I,female,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1891,Hey Mama,Geko,male,oceania,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
1892,Johnny Run Away,Tones and I,female,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1893,Giving Up (feat. Jaden Michaels),QUIX,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1894,Seventeen,Troye Sivan,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1895,What You Need,BAYNK,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1896,Trika Trika,Faydee,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1897,Cargo Cult,Mick Harvey,male,oceania,spotify,male,Oceania,"GENDER: male
CONTINENT: Oceania"
1898,Forgive Me,Rebecca St. James,female,oceania,wasabi,Male,North America,"GENDER: Male
CONTINENT: North America"
1899,Nonapology,Steve Kilbey,male,oceania,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
1900,Jack Kerouac,Brooke Fraser,female,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1901,Carry Me Away,Rick Springfield,male,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1902,White T-Shirt,Micky Green,female,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1903,If You Love Me (Let Me Know),Olivia Newton-John,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1904,Scary Fragile,Butterfly Boucher,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1905,I Love The Islands,Savage,male,oceania,wasabi,male,Oceania,"GENDER: male
CONTINENT: Oceania"
1906,In Your Sway,Tim Finn,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1907,Boy In The Moon,Margaret Urlich,female,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1908,The Joy Of Following Jesus,Colin Buchanan,male,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1909,Fool For You,Monique Brumby,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1910,Bring Me Down,Lenka,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1911,Youre The Voice,John Farnham,male,oceania,wasabi,male,Oceania,"GENDER: male
CONTINENT: Oceania"
1912,My Own Movie,Natalie Imbruglia,female,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1913,Trumby,Slim Dusty,male,oceania,wasabi,male,Africa,"GENDER: male
CONTINENT: Africa"
1914,Nothing To Lose,Kylie Minogue,female,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1915,Diving In The Deep End,Natalie Imbruglia,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1916,Falling,Olivia Newton-John,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1917,We Carry,Holly Throsby,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1918,Reborn,Rebecca St. James,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1919,Celia,Annah Mac,female,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1920,In Your Eyes,Kylie Minogue,female,oceania,wasabi,female,Oceania,"GENDER: female
CONTINENT: Oceania"
1921,Now I Can Dance,Tina Arena,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1922,Random,Che-Fu,male,oceania,wasabi,male,Africa,"GENDER: male
CONTINENT: Africa"
1923,Everyday Drone,Andrew Stockdale,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1924,Ship My Body Home,Ben Lee,male,oceania,wasabi,male,Oceania,"GENDER: male
CONTINENT: Oceania"
1925,Genie In The Bottle,Adam Harvey,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1926,Eli Wallach,Darren Hanlon,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1927,A To Z,Darren Hanlon,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1928,Superhuman,Natalie Bassingthwaighte,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1929,Empty,Jessica Mauboy,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1930,Fever,Delta Goodrem,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1931,Drunk,Kylie Minogue,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1932,Under The Milky Way,Rick Springfield,male,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1933,The Heart Wants What It Wants,Darren Hayes,male,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1934,Man On Fire,Andy Gibb,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1935,Even The Stars Fall 4 U,Keith Urban,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1936,Sonny,Hayley Westenra,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1937,On The Run,Natalie Imbruglia,female,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1938,Little Black Sandals,Sia,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1939,Speak To Me,Rebecca St. James,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1940,Tear My Heart Out,Massad,male,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1941,Shift,Tuka,male,oceania,wasabi,male,Oceania,"GENDER: male
CONTINENT: Oceania"
1942,Saturated,Kasey Chambers,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1943,Under My Skin,Gin Wigmore,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1944,You Will Find Your Way,Abby Dobson,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1945,Everytime I Sing A Love Song,Jon English,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1946,Walk Across The World,Jon English,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1947,16 Beats,New Buffalo,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1948,Reaper,Sia,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1949,Here In My Arms,Helen Reddy,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1950,Heaven,Hayley Westenra,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1951,Change,Flume,male,oceania,wasabi,Male,North America,"GENDER: Male
CONTINENT: North America"
1952,Symphony Of Life,Casey Donovan,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1953,The Lost Peace,Peter Koppes,male,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1954,Once Before I Go,Peter Allen,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1955,Amazing Grace,Hayley Westenra,female,oceania,wasabi,Male,Europe,"GENDER: Male
CONTINENT: Europe"
1956,Forola,Diana Anaid,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1957,Choose You,Stan Walker,male,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1958,Abide With Me,Hayley Westenra,female,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1959,Making A Scene,Bic Runga,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1960,Stagefright,James Reyne,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1961,Song To Self,Amber Lawrence,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1962,I Wish It Would Rain,Aaradhna,female,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1963,That Day,Natalie Imbruglia,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1964,Eyes On Fire,John Schumann,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1965,Hardline,Jimmy Barnes,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1966,Boom Town,Russell Morris,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1967,Woodsmoke And Oranges,James Keelaghan,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1968,100 Round The Bends,Missy Higgins,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1969,Love Is Innocent,Colin Hay,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1970,Love Thy Will Be Done,Delta Goodrem,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1971,Wasted Time,Vance Joy,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1972,Word Is Out,Kylie Minogue,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1973,So Alone,TyDi,male,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1974,If We Only Have Love,Olivia Newton-John,female,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1975,Shiver,Natalie Imbruglia,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1976,The Warmest Place,Catcall,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1977,Creep,Dannii Minogue,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1978,Kiss Me Once,Kylie Minogue,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1979,Big Girls Cry,Sia,female,oceania,wasabi,female,Oceania,"GENDER: female
CONTINENT: Oceania"
1980,The Elephant Song,Kamahl,male,oceania,wasabi,male,Africa,"GENDER: male
CONTINENT: Africa"
1981,Bridge Building Man,Rick Price,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1982,Comme JAi Toujours Envie DAimer,Marc Hamilton,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1983,I Could Never Belong To You,Sarah Blasko,female,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1984,Echo Beach,Gabriella Cilmi,female,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1985,Go And Sin No More,Rebecca St. James,female,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1986,Oxygen,Jason Donovan,male,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1987,Take The Rain Away,Rebecca Lavelle,female,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1988,Where The Murray Meets The Darling,Tania Kernaghan,female,oceania,wasabi,female,Oceania,"GENDER: female
CONTINENT: Oceania"
1989,Predictable,Delta Goodrem,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1990,Growing Pains,Tim Finn,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1991,Eyes Wide Open,Gotye,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1992,A Piece Of Time,Dannii Minogue,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1993,I Adore You,Rebecca St. James,female,oceania,wasabi,Male,North America,"GENDER: Male
CONTINENT: North America"
1994,With The Angels,Michelle Tumes,female,oceania,wasabi,female,Africa,"GENDER: female
CONTINENT: Africa"
1995,Rapunzel,Drapht,male,oceania,wasabi,male,Oceania,"GENDER: male
CONTINENT: Oceania"
1996,St. Germain,Marty Willson-Piper,male,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1997,Beautiful Stranger,Rebecca St. James,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1998,Cheat The Future,Darren Hanlon,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1999,Blindly We Go,Jim White,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2000,All Of Me,Amiel,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2001,Southern Kind Of Life,Kasey Chambers,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2002,Midnite In America,Steve Kilbey,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2003,Maybe,Darren Hayes,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2004,Going Going Gone,Dannii Minogue,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2005,Without You,Dami Im,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2006,Cobar Line,Lee Kernaghan,male,oceania,wasabi,male,Oceania,"GENDER: male
CONTINENT: Oceania"
2007,Angel,Cody Simpson,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2008,Satisfied,Natalie Imbruglia,female,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2009,A Walk On The Wild Side,Mick Harvey,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2010,Cinders,Sarah Blasko,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2011,Fade-Away,Che Fu,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2012,Sparrows,M. Craft,male,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2013,Carolina,Kimbra,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2014,Thank You,Ben Lee,male,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2015,Warm Nights,Robert Forster,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2016,Be What You Be,Angus Stone,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2017,Burn For You,John Farnham,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2018,Silvery Rain,Olivia Newton-John,female,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2019,Met Her Today,Peter Koppes,male,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2020,Landslide,Lior,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2021,She Keeps Me Dreaming,Colin Hay,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2022,I Would I Were,James Keelaghan,male,oceania,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
2023,Everything At Once,Lenka,female,oceania,wasabi,female,Oceania,"GENDER: female
CONTINENT: Oceania"
2024,More Than Life,Whitley,female,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2025,On The Verge Of Something Wonderful,Darren Hayes,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2026,IYiYi,Cody Simpson,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2027,This Is The Way,Dannii Minogue,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2028,Celebrate Youth,Rick Springfield,male,oceania,wasabi,female,Africa,"GENDER: female
CONTINENT: Africa"
2029,If We Help One Another,Rick Springfield,male,oceania,wasabi,female,Africa,"GENDER: female
CONTINENT: Africa"
2030,Slow Down Jackson,Olivia Newton-John,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2031,Green Spandex,Xavier Rudd,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2032,Souls,Rick Springfield,male,oceania,wasabi,Male,North America,"GENDER: Male
CONTINENT: North America"
2033,Superwoman,Paulini,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2034,Let My Love Open The Door,Natalie Imbruglia,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2035,Loch Lomond,Steve McDonald,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2036,When The Snow Falls On The Alice,Lee Kernaghan,male,oceania,wasabi,male,Oceania,"GENDER: male
CONTINENT: Oceania"
2037,Jolene,Olivia Newton-John,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2038,The Neverness Hoax,Steve Kilbey,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2039,Number 34,Adam Brand,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2040,Wasted,Turk Tresize,male,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
2041,Here I Am,Natalie Gauci,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2042,Bitter Twist,Vanessa Amorosi,female,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2043,Inside Silvia,Rick Springfield,male,oceania,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
2044,American Television,Ben Lee,male,oceania,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
2045,The Special Two,Missy Higgins,female,oceania,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
