index,song_title,artist,original_gender,original_continent,source,predicted_gender,predicted_continent,raw_model_response
1624,Ay!,Camila Moreno,female,south america,wasabi,female,South America,"GENDER: female
CONTINENT: South America"
1625,Melhor Pra Mim,Leoni,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1626,Ooh Child,Milton Nascimento,male,south america,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1627,Begin The Beguine,Gal Costa,female,south america,wasabi,female,South America,"GENDER: female
CONTINENT: South America"
1628,Coisa Bonita,Roberto Carlos,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1629,Sales,Bahiano,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1630,El Dulce Minuet,Nacha Guevara,female,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1631,Compadre,Tim Maia,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1632,Preciso Ser Amado,Tim Maia,male,south america,wasabi,female,South America,"GENDER: female
CONTINENT: South America"
1633,Nas Ruas,Djavan,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1634,Tarde De Lluvia,Skay Beilinson,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1635,"Amigos, Amigos",Roberto Carlos,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1636,Venas Abiertas,Mercedes Sosa,female,south america,wasabi,female,South America,"GENDER: female
CONTINENT: South America"
1637,Canto Para Minha Morte,Raul Seixas,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1638,"Chuva, Suor E Cerveja",Gal Costa,female,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1639,Colagem,Elis Regina,female,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1640,Isabella,Antonio Carlos Jobim,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1641,Color Esperanza,Diego Torres,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1642,Escute Bem,Cibelle,female,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1643,Fragilidad,Pedro Aznar,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1644,Esperta,Ana Carolina,female,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1645,Norwegian Wood,Emmerson Nogueira,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1646,Hawaii E You,Simone,female,south america,wasabi,female,Oceania,"GENDER: female
CONTINENT: Oceania"
1647,O Bem Do Amor,Elis Regina,female,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1648,Ramas Desnudas,Indio Solari,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1649,Xeque Mate,Latino,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1650,O Trem Atrasou,Joyce,female,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1651,Compor,Joyce,female,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1652,No Me Puedo Aguantar,Ricardo Montaner,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1653,Balance,Carmen Miranda,female,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1654,Comece A Adorar,Cristina Mel,female,south america,wasabi,female,Africa,"GENDER: female
CONTINENT: Africa"
1655,Sexo,Franco De Vita,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1656,Manantial,Marcela Morelo,female,south america,wasabi,female,South America,"GENDER: female
CONTINENT: South America"
1657,Quien Dice Que No Duele,Carlos Baute,male,south america,wasabi,female,South America,"GENDER: female
CONTINENT: South America

**Reasoning:**

*   **Gender:** The lyrics express a deeply emotional and vulnerable perspective, focusing on pain, reliance on love, and a sense of fragility (""I am nothing, no one if I lack...""). This aligns more closely with a female narrator's typical lyrical expression. The consistent use of ""it hurts me"" and the emphasis on emotional dependence further support this assessment.
*   **Continent:** Several clues point towards South America:
    *   **Cultural Reference:** The explicit mention of ""Juan Luis Guerra"" is a significant indicator. He is a very famous and beloved Dominican singer-songwriter, firmly rooted in South American (specifically Caribbean) musical traditions.
    *   **Themes:** The lyrics address issues like poverty (""hunger,"" ""unemployment""), political corruption, and war, which are unfortunately prevalent in some South American countries.
    *   **Language & Tone:** While the lyrics are in English, the overall tone and the emphasis on community (""If we all unite,"" ""Let's form an alliance"") resonate with the cultural values often found in South America. The mention of ""the land where you were born"" and ""what the land gives you"" also suggests a strong connection to a specific place, which is often emphasized in South American music.
    *   **Coffee Reference:** The line ""That coffee rains in the field"" is a strong clue, as coffee production is a significant part of many South American economies and cultures (Colombia, Brazil, etc.)."
1658,La Banda,Chico Buarque,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1659,Cavaleiro Andante,Gabriel O Pensador,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America

**Reasoning:**

*   **Gender:** The lyrics project a strong, assertive, and somewhat defiant persona. The language and imagery (e.g., ""Wandering Knight,"" references to battles, resilience in the face of adversity) strongly suggest a male narrator. The themes of navigating a challenging world and asserting independence further support this.
*   **Continent:** Several clues point to South America, specifically Brazil.
    *   **Language:** The presence of Portuguese words like ""mané,"" ""caçapa,"" and ""Pixote"" are strong indicators of Portuguese language influence.
    *   **Cultural References:** The reference to ""Pixote"" is a direct allusion to the Brazilian film *Pixote: A Lei do Mais Fraco*, a gritty portrayal of street children in Brazil. The comparison to ""Don Quixote"" also suggests a literary sensibility often found in Latin American culture.
    *   **Themes:** The lyrics address themes of poverty, resilience, and navigating a harsh urban environment, which are common in many South American narratives. The imagery of street life and survival reinforces this.
    *   **Musical Style:** While the lyrics alone don't fully determine genre, the tone and themes align with styles of Brazilian popular music, such as Samba or Funk Carioca, which often address social issues and celebrate resilience."
1660,Dicen Que Dicen,Julio Sosa,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1661,Bajo El Sauce Solo,Mercedes Sosa,female,south america,wasabi,female,South America,"GENDER: female
CONTINENT: South America"
1662,Informe Policial,Rodrigo,male,south america,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1663,Manifiesto,Pedro Aznar,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1664,Padrino Pelao,Julio Sosa,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1665,Flor De Arena,Gian Marco,male,south america,wasabi,female,South America,"GENDER: female
CONTINENT: South America"
1666,Vamos Exaltar Ao Rei Jesus,Cristina Mel,female,south america,wasabi,Male,North America,"GENDER: Male
CONTINENT: North America"
1667,Cara Normal,Lulu Santos,male,south america,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1668,Funk Da Antiga,MC Marcinho,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1669,Aquele Gol,Wilson Simoninha,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1670,Cada Vez Que Me Recuerdes,Roberto Goyeneche,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1671,Leila (Venha Ser Feliz),Milton Nascimento,male,south america,wasabi,female,Africa,"GENDER: female
CONTINENT: Africa"
1672,La Nave,Emmanuel Horvilleur,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1673,Zoo,Emmanuel Horvilleur,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1674,En Mi Cabeza,Kevin Johansen,male,south america,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1675,Un Alma Buena,Julio Sosa,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1676,Pra Que Amor?,Marcelo D2,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1677,Poema 15,Mercedes Sosa,female,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1678,Ocean Dreams,Astrud Gilberto,female,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1679,Samba Em Preludio,Odette Lara,female,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1680,Lina De Luto,Pedro Aznar,male,south america,wasabi,female,South America,"GENDER: female
CONTINENT: South America"
1681,Maneco Telecoteco,Zeca Pagodinho,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1682,Tiempo Sin Respuesta,Pedro Aznar,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1683,Tapanacara,Raul Seixas,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1684,Vapor Barato,Daniela Mercury,female,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1685,Piel Morena,Horacio Guarany,male,south america,wasabi,male,Africa,"GENDER: male
CONTINENT: Africa"
1686,Assim Caminha A Humanidade,Lulu Santos,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1687,Inverno,Adriana Calcanhotto,female,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1688,No Reino Encantado Do Amor,Jorge Ben,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1689,Tomasito Podes Oirme? Tomasito Podes Verme?,Indio Solari,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America

**Reasoning:**

*   **Gender:** The lyrics are narrated from a male perspective. The repeated addressing of ""Tomasito"" suggests a male character being observed or questioned. References to ""the monsieur"" further imply a male observer. While ""her bar"" is mentioned, the overall narrative focus remains on Tomasito and other male figures.
*   **Continent:** Several clues point towards South America, specifically a region with Spanish language influence:
    *   The name ""Tomasito"" is common in Spanish-speaking cultures.
    *   The phrase ""(All like that, ""almost in English"")"" suggests the lyrics are originally in Spanish or a closely related language, being translated or adapted.
    *   References to ""Paris"" are juxtaposed with the South American setting (""Etcheverry is your sky""), creating a sense of cultural mixing and perhaps immigration/travel.
    *   The mention of ""piranha"" strongly connects to South American rivers and ecosystems.
    *   The overall tone and imagery have a surreal, Latin American feel.



The references to ""The Who"" add a layer of complexity but don't fundamentally alter the assessment of the primary cultural origin."
1690,Santa Marta - Kingston - New Orleans,Carlos Vives,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1691,Quantas Vidas Voce Tem,Paulinho Moska,male,south america,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1692,Tudo Vale A Pena,Ludmilla,female,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1693,Zamba Del Cielo,Mercedes Sosa,female,south america,wasabi,female,South America,"GENDER: female
CONTINENT: South America"
1694,Igual Que Ayer,Coti,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1695,Stuck On Repeat,Wanessa,female,south america,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1696,Alo! Alo! Marciano,Rita Lee,female,south america,wasabi,male,Asia,"GENDER: male
CONTINENT: Asia"
1697,Ou Ela Ou Eu,Alcione,female,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1698,Lady Laura,Roberto Carlos,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1699,La Tucumanita,Daniel Viglietti,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1700,A Mi Hermano Miguel,Mercedes Sosa,female,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1701,Jazmin,Luis Alberto Spinetta,male,south america,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
1702,Mentira,Marcos Valle,male,south america,wasabi,female,Africa,"GENDER: female
CONTINENT: Africa"
1703,Um Som Para Laio,Raul Seixas,male,south america,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1704,Bye Bye,Skay Beilinson,male,south america,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
1705,Clandestino,Adriana Calcanhotto,female,south america,wasabi,male,Africa,"GENDER: male
CONTINENT: Africa"
1706,La Tempesta,Roberto Carlos,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1707,Obi,Djavan,male,south america,wasabi,male,Africa,"GENDER: male
CONTINENT: Africa"
1708,Nueva Ola,Emmanuel Horvilleur,male,south america,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1709,Fugu,Pedro Aznar,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1710,Refugio,Daniel Melero,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1711,Maria Rosa,Elis Regina,female,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1712,Canibal,Ivete Sangalo,female,south america,wasabi,female,South America,"GENDER: female
CONTINENT: South America"
1713,Paulo E Silas,Cristina Mel,female,south america,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1714,Vem Ficar Comigo,Leo Jaime,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1715,Maquillaje,Adriana Varela,female,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1716,Come To Me Tonight,Roberto Carlos,male,south america,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1717,Garota Moderna,Wilson Simonal,male,south america,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1718,Campo Argentino,Kevin Johansen,male,south america,wasabi,Male,North America,"GENDER: Male
CONTINENT: North America"
1719,Si El Llanto Fuera Lluvia,Nacha Guevara,female,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1720,A Seta E O Alvo,Paulinho Moska,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1721,Luz Del Fuego,Rita Lee,female,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1722,Hora Do Recreio,Xuxa,female,south america,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1723,"Ai, Que Coisa Boa",Xuxa,female,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1724,Socorro,Arnaldo Antunes,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1725,Madreselva,Carlos Gardel,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1726,Estrella Fugaz,Daniel Melero,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1727,"Sandra Rosa Madalena, A ""Cigana""",Sidney Magal,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1728,A Chamada,Milton Nascimento,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1729,Vai Chover,Daniela Mercury,female,south america,wasabi,female,Asia,"GENDER: female
CONTINENT: Asia"
1730,Na Ginga Do Amor,Alcione,female,south america,wasabi,female,South America,"GENDER: female
CONTINENT: South America"
1731,Samba Do Fim Do Mundo,Emicida,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1732,Amor Amigo,Milton Nascimento,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1733,La De Los Humildes,Mercedes Sosa,female,south america,wasabi,female,South America,"GENDER: female
CONTINENT: South America"
1734,Them Belly Full (But We Hungry),Gilberto Gil,male,south america,wasabi,Male,Africa,"GENDER: Male
CONTINENT: Africa"
1735,Antes Que Ver El Sol,Coti,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1736,Angela,Antonio Carlos Jobim,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1737,Quisiera,Abel Pintos,male,south america,wasabi,female,South America,"GENDER: female
CONTINENT: South America"
1738,Vagalume,Latino,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1739,Eu Quero Festa,Xuxa,female,south america,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1740,Contrasenso,Paulinho Moska,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1741,"Mais Uma Vez, Mais Uma Voz",Joyce,female,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1742,La Mujer Que Yo Quiero,Axel Fernando,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1743,Audi TT,Gabriel Valim,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1744,En Mi Cama,Emmanuel Horvilleur,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1745,"Dolores, Dolares",Ana Tijoux,female,south america,wasabi,female,North America,"GENDER: female
CONTINENT: North America"
1746,Para Tu Amor,Juanes,male,south america,wasabi,female,South America,"GENDER: female
CONTINENT: South America"
1747,Adieu! Bye Bye! Aufwiedersehen!,Indio Solari,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1748,Boiada,Almir Sater,male,south america,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1749,Meu Doce Amor,Gal Costa,female,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1750,Francisco,Milton Nascimento,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1751,Aquilo,Lulu Santos,male,south america,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1752,Pivete,Chico Buarque,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1753,Outubro,Milton Nascimento,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1754,Minha Gente,Erasmo Carlos,male,south america,wasabi,male,Africa,"GENDER: male
CONTINENT: Africa"
1755,La Resentida,Carlos Vives,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1756,Con Amor,Ricardo Montaner,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1757,Nina,Daniela Mercury,female,south america,wasabi,female,South America,"GENDER: female
CONTINENT: South America"
1758,Doble Vida,Juan Carlos Baglietto,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1759,Retrato Em Branco E Preto,Elis Regina,female,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1760,Callo,Franco De Vita,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1761,Hombres Sordos,Fabiana Cantilo,female,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1762,Pampero,Roberto Goyeneche,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1763,Esperando El Sol,Franco De Vita,male,south america,wasabi,female,Europe,"GENDER: female
CONTINENT: Europe"
1764,Uns Versos,Adriana Calcanhotto,female,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1765,O Que,Arnaldo Antunes,male,south america,wasabi,Male,Europe,"GENDER: Male
CONTINENT: Europe"
1766,Espere Por Mim Morena,Gonzaguinha,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1767,Cuando Nace La Ciudad,Sergio Denis,male,south america,wasabi,male,Europe,"GENDER: male
CONTINENT: Europe"
1768,Itamarandiba,Milton Nascimento,male,south america,wasabi,male,South America,"GENDER: male
CONTINENT: South America"
1769,El Amor Mas Grande Del Planeta,Felipe Pelaez,male,south america,wasabi,male,North America,"GENDER: male
CONTINENT: North America"
1770,Say It,Flume,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1771,Howling,RY X,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1772,Let It Happen,Tame Impala,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1773,Golden Years - M-Phazes Remix,Ruel,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1774,Boy I've Been Told,Safire,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1775,Let You Know - Nathan C Remix,Flume,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1776,Let Her Go,The Kid LAROI,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1777,Like This,Throttle,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1778,Above Water,Manu Crooks,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1779,Do You Remember,Jarryd James,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1780,Astronaut In The Ocean,Masked Wolf,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1781,Don't Break My Heart,Safire,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1782,Never Seen The Rain,Tones and I,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1783,Feels Like We Only Go Backwards,Tame Impala,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1784,Bloom,Troye Sivan,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1785,Off Limits,BAYNK,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1786,Middle Name,Thomston,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1787,Waves - Guitar Acoustic,Dean Lewis,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1788,Ribs,Lorde,female,oceania,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1789,Jessie's Girl,Rick Springfield,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1790,Body Sun - Claptone Remix (Edit),RY X,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1791,Visions,So Below,female,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1792,Yes I'm Changing,Tame Impala,male,oceania,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1793,Original (from Dolittle),Sia,female,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1794,Underwater,Cody Simpson,male,oceania,spotify,male,Oceania,"GENDER: male
CONTINENT: Oceania"
1795,Never Be Like You,Flume,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1796,All I Need,Dirty South,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1797,Therapy,Timmy Trumpet,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1798,Painkiller,Ruel,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1799,YOUTH,Troye Sivan,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1800,What A Heavenly Way To Die,Troye Sivan,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1801,Enough,Flume,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1802,Money Maker - Mike Williams Remix,Throttle,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1803,Untouchable (feat. Aimee Dalton),Will Sparks,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1804,Torn,Natalie Imbruglia,female,oceania,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1805,Dance To This (feat. Ariana Grande),Troye Sivan,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1806,Say It (feat. Tove Lo) [Illenium Remix],Flume,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1807,Somebody That I Used To Know,Gotye,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1808,Dance Monkey,Tones and I,female,oceania,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
1809,Never Give Up,Sia,female,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1810,WILD - Young Bombs Remix,Troye Sivan,male,oceania,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1811,Cheap Thrills Remix,Sia,female,oceania,spotify,female,Africa,"GENDER: female
CONTINENT: Africa"
1812,Say It - Illenium Remix,Flume,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1813,Take It To Reality,Alison Wonderland,female,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1814,The Barrel,Aldous Harding,female,oceania,spotify,female,Europe,"GENDER: female
CONTINENT: Europe

**Reasoning:**

*   **Gender:** The lyrics possess a lyrical, introspective, and somewhat melancholic tone often associated with female songwriting. The focus on relationships, vulnerability (""transient hurt,"" ""already dead""), and imagery like braiding and nurturing (""when you have a child, so begins the braiding"") leans towards a female perspective. The phrasing and poetic structure also suggest a more emotive and nuanced delivery, which is frequently found in female artists.
*   **Continent:** The references to ""ivory mantle,"" ""peaches,"" and the overall poetic style evoke a European, specifically British, sensibility. The use of archaic language and imagery, combined with a sophisticated, slightly detached tone, aligns with European literary traditions. The repetition and layered symbolism are also characteristic of European art and music. While peaches can be found elsewhere, the combination with other elements points strongly to a European origin."
1815,Breathe Me,Sia,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1816,Peace,Alison Wonderland,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1817,Glitter,BENEE,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1818,Royals,Lorde,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1819,Oracle,Timmy Trumpet,male,oceania,spotify,female,Europe,"GENDER: female
CONTINENT: Europe"
1820,Hectic (feat. J Emz),Manu Crooks,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1821,Call on Me - Ryan Riback Remix,Starley,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1822,Loyal,SAYGRACE,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1823,Younger,Ruel,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1824,Legendary (DJ Kantik Remix),Faydee,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1825,Chandelier,Sia,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1826,My My My!,Troye Sivan,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1827,Crossfire / So Into You,Nai Palm,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1828,The Love Club,Lorde,female,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1829,Rushing Back,Flume,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1830,Chemicals,Dean Lewis,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1831,Say My Name,William Singe,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1832,Be Alright,Dean Lewis,male,oceania,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1833,Hero (feat. David Shane),QUIX,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1834,Riptide,Vance Joy,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1835,Avant Gardener,Courtney Barnett,female,oceania,spotify,male,Europe,"GENDER: male
CONTINENT: Europe"
1836,Limelight (NGHTMRE Remix),Just A Gent,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1837,Crazy Things at Night,Sonny Fodera,male,oceania,spotify,Male,North America,"GENDER: Male
CONTINENT: North America"
1838,Borderline,Tame Impala,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1839,Same Things (feat. Gabrielle Current) - Artüria Remix,Cassian,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1840,Priorities,SAYGRACE,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1841,The Greatest,Sia,female,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1842,Famous,Ivy Adara,female,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1843,Never Be Like You (feat. Kai),Flume,male,oceania,spotify,female,North America,"GENDER: female
CONTINENT: North America"
1844,Run,ShockOne,male,oceania,spotify,male,Africa,"GENDER: male
CONTINENT: Africa"
1845,World At Our Feet,Timmy Trumpet,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
1846,The Less I Know The Better,Tame Impala,male,oceania,spotify,male,North America,"GENDER: male
CONTINENT: North America"
