artist,song_title,gender,ethnicity,lyrics_source,lyric_length,english_word_ratio,needs_translation
Alan Menken,"Mine, Mine, Mine",Male,North America,genius,411,0.9423963133640552,0
Andrew Bird,Nomenclature,Male,North America,genius,120,0.9772727272727272,0
Alistair Griffin,Bring It On,Male,Europe,genius,260,0.9820143884892086,0
Amy Winehouse,Rehab,Female,Europe,genius,375,0.9443099273607748,0
Adele,Tired,Female,Europe,genius,353,0.9947780678851176,0
Alain Bashung,She Belongs To Me,Male,Europe,genius,212,1.0,0
Aimee Mann,You Do,Female,North America,genius,165,0.9827586206896552,0
Aimee Mann,Ray,Female,North America,genius,264,0.96113074204947,0
Alain Chamfort,Lucette Et Lucie,Male,Europe,genius,307,0.636094674556213,1
Al Green,Light My Fire,Male,North America,genius,198,0.9757281553398058,0
Amy Macdonald,Poison Prince,Female,Europe,genius,245,0.9568627450980391,0
Andrew Bird,Lazy Projector,Male,North America,genius,238,1.0,0
Alain Souchon,Somerset Maugham,Male,Europe,genius,198,0.7142857142857143,1
Al Stewart,Broadway Hotel,Male,Europe,genius,229,0.978902953586498,0
Alicia Keys,Fallin',Female,North America,genius,284,0.9593220338983052,0
Alfie Boe,Empty Chairs At Empty Tables,Male,Europe,genius,171,1.0,0
Alain Chamfort,"Madona, Madona",Male,Europe,genius,310,0.6794117647058824,1
Ann Hampton Callaway,Lover Come Back To Me,Female,North America,genius,182,0.9946524064171124,0
Andrea Bocelli,Ingemisco,Male,Europe,genius,71,0.5352112676056338,1
Aaron Neville,The Bells,Male,North America,genius,159,0.9529411764705882,0
Anita Lipnicka,Zimy Czas,Female,Europe,genius,182,0.3736263736263736,1
Alejandro Escovedo,Swallows Of San Juan,Male,North America,genius,235,0.9554655870445344,0
Alina Orlova,Paskutinio Mamuto Daina,Female,Europe,genius,105,0.4752475247524752,1
Aimee Mann,True Believer,Female,North America,genius,187,0.9847715736040608,0
Alicia Keys,How It Feels To Fly,Female,North America,genius,346,0.9806094182825484,0
Anastacia,Seasons Change,Female,North America,genius,434,0.979955456570156,0
Alain Chamfort,Les Jours De Moisson,Male,Europe,genius,155,0.675,1
Ana Torroja,Hijo De La Luna,Female,Europe,genius,284,0.6711864406779661,1
Alison Krauss,Get Me Through December,Female,North America,genius,262,0.9636363636363636,0
Ace Frehley,Immortal Pleasures,Male,North America,genius,220,0.9695652173913044,0
Andrea Bocelli,Por Ti Volare,Male,Europe,genius,182,0.7527472527472527,1
Andrew Lloyd Webber,Think Of Me,Male,Europe,genius,407,0.9757869249394672,0
Andrew Bird,Opposite Day,Male,North America,genius,363,0.9973544973544972,0
Angel Olsen,Unfucktheworld,Female,North America,genius,199,1.0,0
Al B. Sure!,Hotel California,Male,North America,genius,352,0.9831460674157304,0
Aimee Mann,It Takes All Kinds,Female,North America,genius,192,0.955665024630542,0
Abbey Lincoln,"Brother, Can You Spare A Dime?",Female,North America,genius,193,1.0,0
Amy Winehouse,Tears Dry On Their Own,Female,Europe,genius,432,0.9800443458980044,0
Aaron Neville,Rainy Night In Georgia,Male,North America,genius,251,0.9924528301886792,0
Aloe Blacc,Red Velvet Seat,Male,North America,genius,290,0.9697986577181208,0
Aaliyah,I Refuse,Female,North America,genius,704,0.9791955617198336,0
Alain Bashung,Blue Eyes Crying In The Rain,Male,Europe,genius,123,0.9133858267716536,0
Adriano Celentano,Una Festa Sui Prati,Male,Europe,genius,216,0.6682027649769585,1
Active Child,Johnny Belinda,Male,North America,genius,241,0.9876543209876544,0
Aaliyah,We Need A Resolution,Female,North America,genius,648,0.9676945668135096,0
Adam Ant,Car Trouble,Male,Europe,genius,203,0.9808612440191388,0
Amel Larrieux,Make Me Whole,Female,North America,genius,250,0.9923954372623576,0
Al Jarreau,Your Song,Male,North America,genius,404,0.9882903981264636,0
Alanis Morissette,That I Would Be Good,Female,North America,genius,170,0.9882352941176472,0
Amanda Seyfried,Honey Honey,Female,North America,genius,241,0.9802371541501976,0
Amanda Palmer,Exit Music (For A Film),Female,North America,genius,113,1.0,0
Andrew Bird,"Skin Is, My",Male,North America,genius,267,0.9894736842105264,0
Amy Diamond,Champion,Female,Europe,genius,315,0.9853801169590644,0
Alan Sorrenti,Angelo,Male,Europe,genius,659,0.5343283582089552,1
Alain Chamfort,Les Beaux Yeux De Laure,Male,Europe,genius,168,0.6117021276595744,1
Aaron Neville,Hercules,Male,North America,genius,310,0.9787878787878788,0
Alain Chamfort,Toute La Ville En Parle,Male,Europe,genius,312,0.7269938650306749,1
Alanis Morissette,Uninvited,Female,North America,genius,157,0.9878048780487804,0
Adriana Varela,En Un Feca,Female,North America,genius,153,0.5947712418300654,1
Aaron Neville,The Christmas Song,Male,North America,genius,116,0.983739837398374,0
Alan Sorrenti,Oratore,Male,Europe,genius,179,0.5555555555555556,1
Andru Donalds,Lovelight In Your Eyes,Male,North America,genius,341,0.949438202247191,0
Alejandro Escovedo,Arizona,Male,North America,genius,127,0.9696969696969696,0
Amanda Palmer,Creep,Female,North America,genius,169,0.9840425531914894,0
Aaliyah,Never No More,Female,North America,genius,346,0.9693593314763232,0
Alicia Keys,Mr. Man,Female,North America,genius,508,0.9432234432234432,0
Anastacia,Not That Kind,Female,North America,genius,424,0.9789227166276346,0
Alanis Morissette,Head Over Feet,Female,North America,genius,340,0.9433962264150944,0
Aaron Neville,You Never Can Tell,Male,North America,genius,277,0.958041958041958,0
Alain Souchon,On Avance,Male,Europe,genius,200,0.6342592592592593,1
Alexis HK,Princesse De Papier,Male,North America,genius,247,0.6311787072243346,1
Adele,Crazy For You,Female,Europe,genius,244,0.9730769230769232,0
Allen Toussaint,Time Is On My Side,Female,North America,genius,352,0.9101796407185628,0
Angie Aparo,Man In The Box,Male,North America,genius,184,0.968421052631579,0
Alan Sorrenti,Aria,Male,Europe,genius,381,0.5310880829015544,1
Alain Chamfort,Clara Veut La Lune,Male,Europe,genius,158,0.6685393258426966,1
Andrew Gold,Learning The Game,Male,North America,genius,72,0.9753086419753086,0
Alanis Morissette,You Oughta Know,Female,North America,genius,460,0.9813278008298756,0
Adriano Celentano,Il Ragazzo Della Via Gluck,Male,Europe,genius,279,0.593103448275862,1
Andrea Bocelli,Panis Angelicus,Male,Europe,genius,52,0.6923076923076923,1
Aimee Mann,How Am I Different,Female,North America,genius,199,0.9952153110047848,0
Afroman,Back On The Bus,Male,North America,genius,557,0.9912891986062716,0
Amy Millan,Run For Me,Female,North America,genius,188,0.9601990049751244,0
Andy Burrows,The Colour Of My Dreams,Male,Europe,genius,327,0.9741379310344828,0
Andy Hunter°,Alive,Male,Europe,genius,68,0.9864864864864864,0
Allison Crowe,Throw Your Arms Around Me,Female,North America,genius,219,0.9822222222222222,0
Alejandro Escovedo,Break This Time,Male,North America,genius,164,0.9940476190476192,0
Andrew Bird,The Naming Of Things,Male,North America,genius,332,0.9710144927536232,0
Anastacia,I Dreamed You,Female,North America,genius,328,0.9940828402366864,0
Adele,Hometown Glory,Female,Europe,genius,280,0.9385113268608414,0
Anastacia,You Shook Me All Night Long,Female,North America,genius,279,0.9896907216494846,0
Alison Moyet,Weak In The Presence Of Beauty,Female,Europe,genius,213,0.990950226244344,0
Adriano Celentano,Il Ragazzo Della Via Gluck,Male,Europe,genius,279,0.593103448275862,1
Alain Chamfort,Souris Puisque CEst Grave,Male,Europe,genius,164,0.6486486486486487,1
Achim Reichel,Ich Bin So Wild Nach Deinem Erdbeermund,Male,Europe,genius,222,0.6605504587155964,1
Ana Torroja,I Wish You Were Here,Female,Europe,genius,166,1.0,0
Aaliyah,Back And Forth,Female,North America,genius,752,0.99250936329588,0
Ace Frehley,Trouble Walkin',Male,North America,genius,183,0.9752475247524752,0
Amba Shepherd,Apollo,Male,Europe,genius,142,0.9790209790209792,0
Adam Lambert,Ring Of Fire,Male,North America,genius,187,1.0,0
Al Stewart,Flying Sorcery,Male,Europe,genius,257,0.9962121212121212,0
Aaliyah,Death Of A Playa,Female,North America,genius,527,0.9944444444444444,0
Amy Winehouse,Round Midnight,Female,Europe,genius,158,0.9939024390243902,0
Alicia Keys,Goodbye,Female,North America,genius,384,0.9234567901234568,0
Alicia Keys,Butterflyz,Female,North America,genius,337,0.9418282548476454,0
Alan Doyle,Testify,Male,North America,genius,450,0.970276008492569,0
Amy Sky,Wall Against The Waters,Female,North America,genius,371,0.9501312335958004,0
Alicia Keys,Caged Bird,Female,North America,genius,143,0.9933774834437086,0
Amy Winehouse,Wake Up Alone,Female,Europe,genius,291,0.9933993399339934,0
Anastacia,Welcome To My Truth,Female,North America,genius,330,0.9611111111111112,0
Alicia Keys,Diary,Female,North America,genius,311,0.9907692307692308,0
Anastacia,Wishing Well,Female,North America,genius,315,0.9907120743034056,0
Alanis Morissette,I Was Hoping,Female,North America,genius,431,0.9777777777777776,0
Al Jarreau,Lean On Me,Male,North America,genius,271,0.96875,0
Andy Williams,Born Free,Male,North America,genius,119,1.0,0
Aaron Neville,(Sittin' On) The Dock Of The Bay,Male,North America,genius,194,0.9615384615384616,0
Aimee Mann,Gamma Ray,Female,North America,genius,169,0.9836956521739132,0
Alejandro Escovedo,Little Bottles,Male,North America,genius,167,0.994475138121547,0
Andrew Bird,Sweetbreads,Male,North America,genius,237,0.9672131147540984,0
Adrian Belew,Another Time,Male,North America,genius,87,0.9775280898876404,0
Alain Chamfort,Ma Faiblesse Est La Plus Forte,Male,Europe,genius,203,0.6194690265486725,1
Alain Chamfort,Traces De Toi,Male,Europe,genius,248,0.654275092936803,1
Al Green,For The Good Times,Male,North America,genius,277,0.9656357388316152,0
Al Jarreau,Better Than Anything,Male,North America,genius,246,1.0,0
Al Jolson,Way Down Yonder In New Orleans,Male,Europe,genius,176,0.9781420765027322,0
Alison Krauss,You Will Be My Ain True Love,Female,North America,genius,158,0.9580838323353292,0
Adele,Fool That I Am,Female,Europe,genius,109,0.963963963963964,0
Alejandro Escovedo,This Bed Is Getting Crowded,Male,North America,genius,266,0.976510067114094,0
Al Stewart,Lord Grenville,Male,Europe,genius,270,0.9827586206896552,0
Andrew Bird,Masterswarm,Male,North America,genius,194,0.9948717948717948,0
Alina Orlova,Ramuma,Female,Europe,genius,69,0.4782608695652174,1
Alain Chamfort,Clara Veut La Lune,Male,Europe,genius,158,0.6685393258426966,1
Anita Lipnicka,Daleko Od Domu,Female,Europe,genius,91,0.5934065934065934,1
Albert Hammond,Rivers Are For Boats,Male,Europe,genius,183,0.9836065573770492,0
Ali B,Rampeneren,Male,Europe,genius,523,0.6775956284153005,1
Alejandro Escovedo,Chip 'N' Tony,Male,North America,genius,217,0.9598214285714286,0
Alejandro Escovedo,Tired Skin,Male,North America,genius,97,0.9690721649484536,0
Adele,Rumour Has It,Female,Europe,genius,420,0.9665178571428572,0
Andrea Bocelli,Por Ti Volare,Male,Europe,genius,182,0.7527472527472527,1
Alanis Morissette,Jealous,Female,North America,genius,272,0.9835526315789472,0
Alison Moyet,The First Time Ever I Saw Your Face,Female,Europe,genius,124,1.0,0
Amy Diamond,One Of The Ones,Female,Europe,genius,280,0.9766666666666668,0
Alain Chamfort,Traces De Toi,Male,Europe,genius,248,0.654275092936803,1
Aimee Mann,How Am I Different,Female,North America,genius,199,0.9952153110047848,0
Amy Winehouse,Our Day Will Come,Female,Europe,genius,223,0.9783549783549784,0
Andreas Gabalier,Die Liste,Male,Europe,genius,295,0.5967213114754099,1
Andrew Bird,Lusitania,Male,North America,genius,151,0.9695121951219512,0
Alain Chamfort,Plus Douce Sera La Chute,Male,Europe,genius,252,0.6007462686567164,1
Alain Chamfort,Traces De Toi,Male,Europe,genius,248,0.654275092936803,1
Alain Chamfort,Rendez-Vous...,Male,Europe,genius,208,0.5889328063241107,1
Alain Chamfort,Traces De Toi,Male,Europe,genius,248,0.654275092936803,1
Allan Sherman,The Twelve Gifts Of Christmas,Male,North America,genius,511,0.9922779922779924,0
Aaliyah,If Your Girl Only Knew,Female,North America,genius,617,0.979782270606532,0
Afroman,Mississippi,Male,North America,genius,817,0.9605568445475638,0
Andrew Bird,The Privateers,Male,North America,genius,203,0.9905660377358492,0
Angelo Branduardi,La Canzone Di Aengus Il Vagabondo,Male,Europe,genius,133,0.6382978723404256,1
Aimee Mann,Red Flag Diver,Female,North America,genius,183,0.9689119170984456,0
Aaron Neville,Tell It Like It Is,Male,North America,genius,175,0.994475138121547,0
Al Green,So Good To Be Here,Male,North America,genius,163,0.9710982658959536,0
Alain Chamfort,Bambou,Male,Europe,genius,157,0.7361963190184049,1
Allan Edwall,Sommarvisa,Male,Europe,genius,95,0.5,1
Aaron Neville,A Change Is Gonna Come,Male,North America,genius,183,0.9692307692307692,0
Andrea Bocelli,La Dolcissima Effigie,Male,Europe,genius,60,0.5645161290322581,1
Afroman,Tumbleweed,Male,North America,genius,713,0.9478021978021978,0
Alan Sorrenti,A Te Che Dormi,Male,Europe,genius,44,0.6590909090909091,1
Alexis HK,Gaspard,Male,North America,genius,386,0.6009732360097324,1
Alejandro Escovedo,With These Hands,Male,North America,genius,122,0.9921259842519684,0
Alain Chamfort,Un Coin De Vie,Male,Europe,genius,265,0.6539792387543253,1
Amy Millan,Run For Me,Female,North America,genius,188,0.9601990049751244,0
Alanis Morissette,Not All Me,Female,North America,genius,217,0.9914529914529916,0
Anastacia,Heavy On My Heart,Female,North America,genius,284,0.993485342019544,0
Aaliyah,Extra Smooth,Female,North America,genius,375,0.9578947368421052,0
Alison Moyet,Is This Love?,Female,Europe,genius,230,0.9742489270386266,0
Alejandro Escovedo,Undesired,Male,North America,genius,204,0.9858490566037736,0
Ani DiFranco,Shameless,Female,North America,genius,349,0.9703504043126684,0
Amanda Palmer,No Surprises,Female,North America,genius,115,0.9834710743801652,0
Andrew Bird,Fiery Crash,Male,North America,genius,200,0.985645933014354,0
Aled Jones,Father And Son,Male,Europe,genius,247,0.9924812030075189,0
Amy Winehouse,Wake Up Alone,Female,Europe,genius,291,0.9933993399339934,0
Andrew Lloyd Webber,He Whistled At Me (Reprise),Male,Europe,genius,93,0.9902912621359224,0
Andrew Bird,Cataracts,Male,North America,genius,141,0.993006993006993,0
A$AP Rocky,Everyday,Male,North America,genius,752,0.9702072538860104,0
Aaron Neville,Respect Yourself,Male,North America,genius,162,0.9655172413793104,0
Aimee Mann,Nothing Is Good Enough,Female,North America,genius,231,0.9791666666666666,0
Amerie,1 Thing,Female,North America,genius,660,0.9842041312272176,0
Aaron Neville,Tell It Like It Is,Male,North America,genius,175,0.994475138121547,0
Allison Crowe,In My Life,Female,North America,genius,167,0.9428571428571428,0
Alan Doyle,Northern Plains,Male,North America,genius,262,0.9672727272727272,0
Alicia Keys,No One,Female,North America,genius,334,0.9897172236503856,0
Alain Chamfort,Tombouctou,Male,Europe,genius,175,0.6884422110552764,1
Alanis Morissette,Receive,Female,North America,genius,236,1.0,0
Andru Donalds,Simple Obsession,Male,North America,genius,163,0.9770114942528736,0
Al Jarreau,Teach Me Tonight,Male,North America,genius,161,0.9659090909090908,0
Andrew Bird,Orpheo Looks Back,Male,North America,genius,157,0.9820359281437124,0
Andrew Lloyd Webber,Take That Look Off Your Face,Female,Europe,genius,237,0.9649805447470816,0
Aimee Mann,Calling It Quits,Female,North America,genius,234,0.9769230769230768,0
Alexis HK,Princesse De Papier,Male,North America,genius,247,0.6311787072243346,1
Aaliyah,Miss You (Remix),Female,North America,genius,778,0.9892729439809296,0
Adrian Stern,Werum Denn Eifach?,Male,Europe,genius,222,0.4291845493562232,1
Alain Bashung,Les Mots Bleus,Male,Europe,genius,268,0.6323024054982818,1
Alejandro Escovedo,Undesired,Male,North America,genius,204,0.9858490566037736,0
Angel Olsen,Windows,Female,North America,genius,177,1.0,0
Aaliyah,Never No More,Female,North America,genius,346,0.9693593314763232,0
Alejandro Escovedo,Across The River,Male,North America,genius,114,0.9814814814814816,0
Alina Orlova,Vasaris,Female,Europe,genius,93,0.4651162790697674,1
Alan Parsons,Siren Song,Male,Europe,genius,186,0.9895287958115184,0
Alison Moyet,Love Letters,Female,Europe,genius,95,1.0,0
Adriana Varela,"El Otro Cambio, Los Que Se Fueron",Female,North America,genius,151,0.5695364238410596,1
Akon,Right Now (Na Na Na),Male,North America,genius,595,0.962356792144026,0
Alexandra Burke,Hallelujah,Female,Europe,genius,166,0.9655172413793104,0
Al Jarreau,Try A Little Tenderness,Male,North America,genius,173,1.0,0
Al Stewart,Almost Lucy,Male,Europe,genius,353,0.9861111111111112,0
Adrian Belew,The Ideal Woman,Male,North America,genius,168,0.9896373056994818,0
Amy Macdonald,4th Of July,Female,Europe,genius,357,0.973045822102426,0
Alanis Morissette,Hand In My Pocket,Female,North America,genius,321,0.9725274725274724,0
Al Kooper,Come Down In Time,Male,North America,genius,204,0.961904761904762,0
Andrew Lloyd Webber,Poor Jerusalem,Male,Europe,genius,436,0.977924944812362,0
Ana Johnsson,Here I Go Again,Female,Europe,genius,271,0.9480968858131488,0
Alain Chamfort,Traces De Toi,Male,Europe,genius,248,0.654275092936803,1
Anita Meyer,Why Tell Me Why,Female,Europe,genius,363,0.9921465968586388,0
Alison Moyet,Sleep Like Breathing,Female,Europe,genius,106,0.9722222222222222,0
Al Green,Rhymes,Male,North America,genius,216,0.9914529914529916,0
Aloe Blacc,Here Today,Male,North America,genius,332,0.9719887955182072,0
Aled Jones,Abide With Me,Male,Europe,genius,137,1.0,0
Aimee Mann,Satellite,Female,North America,genius,233,0.9691119691119692,0
Active Child,Ancient Eye,Male,North America,genius,81,0.976470588235294,0
Alan Walker,Faded,Male,Europe,genius,232,0.984,0
Amy Macdonald,Pride,Female,Europe,genius,350,0.9501312335958004,0
Andrew Lloyd Webber,Call Me Rusty,Male,Europe,genius,381,0.9798994974874372,0
Andrew Bird,Masterfade,Male,North America,genius,343,0.9668508287292816,0
Allen Toussaint,Proud Mary,Male,North America,genius,177,0.9776536312849162,0
Aaron Neville,The Bells,Male,North America,genius,159,0.9529411764705882,0
Afroman,Palmdale,Male,North America,genius,1018,0.959280303030303,0
Amy Studt,Happy Now,Female,Europe,genius,168,0.9719101123595506,0
Aimee Mann,You Do,Female,North America,genius,165,0.9827586206896552,0
Al Atkins,Black Sheep Of The Family,Male,Europe,genius,267,0.972508591065292,0
Aloe Blacc,Here Today,Male,North America,genius,332,0.9719887955182072,0
Ann Hampton Callaway,The Glory Of Love,Female,North America,genius,122,0.9632352941176472,0
Alain Chamfort,La Saison Des Pleurs,Male,Europe,genius,198,0.5727272727272728,1
Alanis Morissette,This Grudge,Female,North America,genius,418,0.9322799097065464,0
Aimee Mann,Stranger Into Starman,Female,North America,genius,75,0.9743589743589745,0
Agnes Obel,Aventine,Female,Europe,genius,181,1.0,0
Adriano Celentano,Il Ragazzo Della Via Gluck,Male,Europe,genius,279,0.593103448275862,1
Albert Hammond,Rivers Are For Boats,Male,Europe,genius,183,0.9836065573770492,0
Andrea Bocelli,Cantique De Noel,Male,Europe,genius,116,1.0,0
Al Stewart,A Long Way Down From Stephanie,Male,Europe,genius,226,0.9912663755458516,0
Amy Speace,Left Me Hanging,Female,North America,genius,218,0.990950226244344,0
Andrew Bird,Souverian,Male,North America,genius,233,0.9669421487603306,0
Alanis Morissette,Out Is Through,Female,North America,genius,429,0.986870897155361,0
Ani DiFranco,Hat Shaped Hat,Female,North America,genius,230,0.9659574468085106,0
Alejandro Escovedo,Pyramid Of Tears,Male,North America,genius,135,1.0,0
Andrew Bird,Masterfade,Male,North America,genius,343,0.9668508287292816,0
Angie Stone,No More Rain (In This Cloud),Female,North America,genius,647,0.9928366762177652,0
Al Stewart,Sand In Your Shoes,Male,Europe,genius,208,0.967741935483871,0
Alanis Morissette,This Grudge,Female,North America,genius,418,0.9322799097065464,0
Alain Chamfort,Charmant Petit Monstre,Male,Europe,genius,186,0.6651162790697674,1
Aled Jones,All Through The Night,Male,Europe,genius,128,0.8778625954198473,0
Adam Ant,Kings Of The Wild Frontier,Male,Europe,genius,196,0.9797979797979798,0
Ace Frehley,Gimme A Feelin',Male,North America,genius,200,0.9641255605381166,0
Alejandro Escovedo,Shelling Rain,Male,North America,genius,155,0.9938271604938272,0
Andrew Bird,Spirograph,Male,North America,genius,179,1.0,0
Angelzoom,Into My Arms,Female,Europe,genius,104,0.9906542056074766,0
Amy Grant,Good For Me,Female,North America,genius,306,0.9967845659163987,0
Alison Moyet,Sleep Like Breathing,Female,Europe,genius,106,0.9722222222222222,0
Alina Orlova,Lovesong,Female,Europe,genius,140,1.0,0
Alina Orlova,Po Tiltu,Female,Europe,genius,35,0.4864864864864865,1
Al Green,Summertime,Male,North America,genius,122,0.953846153846154,0
Alina Orlova,Nesvarbu,Female,Europe,genius,60,0.5263157894736842,1
Anastacia,Left Outside Alone,Female,North America,genius,430,0.9823399558498896,0
Aaron Neville,Stand By Me,Male,North America,genius,188,0.9696969696969696,0
Andrew Bird,Orpheo,Male,North America,genius,130,0.9788732394366196,0
Andrew Bird,Tables And Chairs,Male,North America,genius,279,0.9732441471571908,0
Andrew Bird,Bein' Green,Male,North America,genius,206,0.9908256880733946,0
Adele,Hometown Glory,Female,Europe,genius,280,0.9385113268608414,0
Amy Winehouse,Love Is A Losing Game,Female,Europe,genius,169,1.0,0
Adriano Celentano,Jailhouse Rock,Male,Europe,genius,265,0.9775280898876404,0
Alejandro Escovedo,One More Time,Male,North America,genius,156,0.9935897435897436,0
Ana Moura,De Quando Em Vez,Female,Europe,genius,184,0.5631578947368421,1
Alain Bashung,Ma Lou Marilou,Male,Europe,genius,134,0.7591240875912408,1
Adam Rickitt,I Breathe Again,Male,Europe,genius,423,0.997716894977169,0
Allison Crowe,Imagine,Female,North America,genius,106,0.9734513274336284,0
Andrea Bocelli,Canzoni Stonate,Male,Europe,genius,184,0.5578947368421052,1
Aimee Mann,Borrowing Time,Female,North America,genius,199,0.9814814814814816,0
Ace Frehley,Hide Your Heart,Male,North America,genius,387,0.8716707021791767,0
Ace Frehley,Toys,Male,North America,genius,184,0.9417989417989416,0
Alejandro Escovedo,Always A Friend,Male,North America,genius,287,0.9732441471571908,0
Al Stewart,Night Train To Munich,Male,Europe,genius,332,0.9661971830985916,0
Andrew Bird,Simple X,Male,North America,genius,195,0.9901960784313726,0
Alicia Keys,Love Is My Disease,Female,North America,genius,362,1.0,0
Agnes Obel,Dorian,Female,Europe,genius,200,0.9951690821256038,0
Andrea Bocelli & Sarah Brightman,Time To Say Goodbye,Female,Europe,genius,260,0.9736842105263158,0
Alex Clare,Too Close,Male,Europe,genius,332,0.9720670391061452,0
Al Green,Full Of Fire,Male,North America,genius,384,1.0,0
Anastacia,Made For Lovin' You,Female,North America,genius,375,0.9727722772277227,0
Alain Souchon,Les Enfants Sages,Male,Europe,genius,217,0.6866952789699571,1
Aaliyah,4 Page Letter,Female,North America,genius,342,0.9775910364145658,0
Al Jarreau,Fire And Rain,Male,North America,genius,353,0.9972067039106144,0
Adriano Celentano,Il Ragazzo Della Via Gluck,Male,Europe,genius,279,0.593103448275862,1
Adriano Celentano,Una Festa Sui Prati,Male,Europe,genius,216,0.6682027649769585,1
Andrew Bird,Song Of Foot,Male,North America,genius,177,0.9565217391304348,0
Amy Winehouse,Back To Black,Female,Europe,genius,273,0.96415770609319,0
Andrew Gold,Oh Urania (Take Me Away),Male,North America,genius,215,1.0,0
Alejandro Escovedo,Faith,Male,North America,genius,262,0.8955223880597015,0
Amanda Palmer,Provanity,Female,North America,genius,320,0.9797687861271676,0
Adam Lambert,Aftermath,Male,North America,genius,340,0.9864130434782608,0
Amy Sky,I Will Take Care Of You,Female,North America,genius,308,0.9813084112149532,0
Alina Orlova,"Twinkle, Twinkle Little Star",Female,Europe,genius,107,1.0,0
Andy Hunter°,Angelic,Male,Europe,genius,19,1.0,0
Abbey Lincoln,Come Sunday,Female,North America,genius,168,0.9770114942528736,0
Alanis Morissette,Knees Of My Bees,Female,North America,genius,228,0.9868995633187772,0
Alanis Morissette,On My Own,Female,North America,genius,345,0.9838274932614556,0
Alan Parsons,Wine From The Water,Male,Europe,genius,349,0.978494623655914,0
Alejandro Escovedo,Pale Blue Eyes,Male,North America,genius,234,0.9836065573770492,0
Aaron Tveit,Drink With Me,Male,North America,genius,129,1.0,0
Afrojack,Born To Run,Male,Europe,genius,273,0.9761092150170648,0
Aimee Mann,Labrador,Female,North America,genius,256,1.0,0
Adele,Lovesong,Female,Europe,genius,238,0.984,0
Alanis Morissette,Excuses,Female,North America,genius,290,0.9367088607594936,0
Al Jolson,Pasadena,Male,Europe,genius,130,0.9507042253521126,0
Achim Reichel,Aloha Heja He,Male,Europe,genius,289,0.6445182724252492,1
Aimee Mann,Slip And Roll,Female,North America,genius,281,0.979591836734694,0
Aaliyah,Those Were The Days,Female,North America,genius,466,0.9920318725099602,0
Alison Moyet,That Ole Devil Called Love,Female,Europe,genius,163,0.9714285714285714,0
Angel Olsen,Hi-Five,Female,North America,genius,134,0.986206896551724,0
Allison Crowe,What Child Is This,Female,North America,genius,178,1.0,0
Alanis Morissette,I Was Hoping,Female,North America,genius,431,0.9777777777777776,0
Andy Williams,Show Me,Male,North America,genius,137,1.0,0
Andru Donalds,Lovelight In Your Eyes,Male,North America,genius,341,0.949438202247191,0
Adrian Stern,Alles Was Du Wotsch,Male,Europe,genius,358,0.4565217391304347,1
Abbey Lincoln,Lost In The Stars,Female,North America,genius,195,0.9804878048780488,0
Amy Diamond,Welcome To The City,Female,Europe,genius,338,0.9747191011235956,0
Alanis Morissette,Sympathetic Character,Female,North America,genius,377,0.9896373056994818,0
Alexandra Stan,All My People,Female,Europe,genius,373,0.9974937343358397,0
Anastacia,Made For Lovin' You,Female,North America,genius,375,0.9727722772277227,0
Alison Krauss,Dreaming My Dreams With You,Female,North America,genius,134,0.9194630872483222,0
Ace Frehley,Remember Me,Male,North America,genius,280,0.9800664451827242,0
Ace Frehley,Pain In The Neck,Male,North America,genius,207,0.9736842105263158,0
Alan Doyle,Sorry,Male,North America,genius,262,0.9731543624161074,0
Anita Lipnicka,Teraz,Female,Europe,genius,170,0.4764705882352941,1
Allan Edwall,Du Och Jag,Male,Europe,genius,370,0.4675675675675675,1
Alan Menken,Gaston,Male,North America,genius,434,0.9690721649484536,0
Al Green,So Good To Be Here,Male,North America,genius,163,0.9710982658959536,0
Al Jarreau,Lean On Me,Male,North America,genius,271,0.96875,0
Ani DiFranco,Little Plastic Castle,Female,North America,genius,297,0.9801324503311258,0
Al Jarreau,If I Ever Lose This Heaven,Male,North America,genius,283,0.9801980198019802,0
Amy Macdonald,The Days Of Being Young And Free,Female,Europe,genius,337,0.9773371104815864,0
Amanda Palmer,Doctor Oz,Female,North America,genius,276,0.9826989619377162,0
All-4-One,Smoke Gets In Your Eyes,Male,Europe,genius,102,0.9615384615384616,0
Aimee Mann,31 Today,Female,North America,genius,256,0.9963369963369964,0
Amy Macdonald,The Furthest Star,Female,Europe,genius,264,0.9543859649122808,0
Aimee Mann,Susan,Female,North America,genius,253,0.988593155893536,0
Alanis Morissette,Forgiven,Female,North America,genius,275,0.9891696750902528,0
Andy Hunter°,Translucent,Male,Europe,genius,72,0.9863013698630136,0
Amy Studt,Going Out Of My Mind,Female,Europe,genius,229,0.9567099567099568,0
Acker Bilk,"Here, There And Everywhere",Male,Europe,genius,124,0.992248062015504,0
Andrew Bird,Weather Systems,Male,North America,genius,136,1.0,0
Andrea Bocelli,Der Engel,Male,Europe,genius,90,0.7444444444444445,1
Aaron Neville,Hercules,Male,North America,genius,310,0.9787878787878788,0
Andrew Bird,"Skin Is, My",Male,North America,genius,267,0.9894736842105264,0
Aimee Mann,Disappeared,Female,North America,genius,188,0.995260663507109,0
Alan Doyle,Break It Slow,Male,North America,genius,235,0.96484375,0
Alan Stivell,Son Ar Chistr,Male,Europe,genius,128,0.6444444444444445,1
Adam Sandler,The Chanukah Song,Male,North America,genius,357,0.96,0
