song_title,artist,language,musical_genre,ethnicity,musical_subgenre,gender,lyric_length,needs_translation
90 Degrees,Yazmin Lacey,en,r&b,european,neo soul,female,163,0
Panda,Desiigner,en,pop,north-american,electropop,male,1254,0
The Zone,The Weeknd,en,r&b,north-american,urban contemporary,male,487,0
Crucial - Dance Remix,New Edition,en,r&b,north-american,new jack swing,Group,317,0
Say I Yi Yi,Ying Yang Twins,en,rap,north-american,hip hop,Group,859,0
Alive And Kicking,Simple Minds,en,rock,european,permanent wave,Group,301,0
Talk Dirty To Me,Poison,en,rock,north-american,classic rock,Group,536,0
Nobody (feat. Stargate),Netsky,en,edm,european,progressive electro house,male,287,0
Mayor Que Yo 3,Luny Tunes,es,latin,latino,reggaeton,Group,863,1
Rolling Thunder,Yoshi Flower,en,pop,north-american,post-teen pop,male,219,0
Freaking Me Out - Keanu Silva Remix,Ava Max,en,pop,north-american,dance pop,female,342,0
Sentimental Lady,Bob Welch,en,rock,north-american,classic rock,male,245,0
27 Hours,BANKS,en,pop,north-american,indie poptimism,female,166,0
Run Like The River,Vintage Trouble,en,rap,north-american,southern hip hop,Group,382,0
Who's Got Your Love,Cheat Codes,en,pop,north-american,dance pop,Group,208,0
I Got Swag,50 Cent,en,rap,north-american,gangster rap,male,427,0
Got Me Thinkin' (feat. Sparkz),The Mouse Outfit,en,r&b,european,neo soul,Group,433,0
Real Big,Mannie Fresh,en,rap,north-american,southern hip hop,male,615,0
Ace Of Spades,Motörhead,en,rock,european,hard rock,Group,181,0
Circles - Original Mix,Audien,en,edm,north-american,progressive electro house,male,148,0
TalkTalk,A Perfect Circle,en,rock,north-american,hard rock,Group,145,0
Body Language,INTERSECTION,en,pop,asian,dance pop,Group,387,0
Born to Get Wild (feat. will.i.am),Steve Aoki,en,edm,north-american,progressive electro house,male,183,0
Calling All Girls - Remastered 2011,Queen,en,rock,european,album rock,Group,146,0
0.4,Aya Nakamura,fr,latin,european,latin pop,female,511,1
"Glowstix, Neon & Blood",Incubite,en,pop,european,electropop,Group,164,0
Demasiado Loca,Sak Noel,es,latin,european,latin hip hop,male,572,1
Mama,Jonas Blue,en,pop,european,electropop,male,390,0
Roll Bounce,Drakeo the Ruler,en,rap,north-american,southern hip hop,male,550,0
Good Enough,Bobby Brown,en,r&b,north-american,new jack swing,male,496,0
Drive - Orchestral Live Version,Incubus,en,latin,north-american,latin pop,Group,179,0
Reflections After Jane,The Clientele,en,rock,european,permanent wave,Group,103,0
hungover & i miss u,gnash,en,pop,north-american,indie poptimism,male,244,0
Magic Man,Heart,en,rock,north-american,hard rock,Group,266,0
Just the Way You Are,Bruno Mars,en,latin,north-american,latin hip hop,male,299,0
You Make Me Wanna...,Usher,en,r&b,north-american,hip pop,male,625,0
Back To The Hotel,N2DEEP,en,rap,north-american,southern hip hop,Group,510,0
The Way I Am,Eminem,en,rap,north-american,gangster rap,male,894,0
Seven Nation Army,The White Stripes,en,rock,north-american,permanent wave,Group,183,0
"Pretty Bitches In The Trap (Extended Remix) (feat. Gucci Mane, Tokyo Jetz & Trouble)",Summerella,en,r&b,north-american,neo soul,female,351,0
Never Be Like You (feat. Kai),Flume,en,pop,oceania,indie poptimism,male,742,0
"Culpa, Tengo",Elsa y Elmar,es,latin,north-american,latin pop,female,279,1
Oublie Moi,Riké,fr,rock,european,album rock,male,201,1
Hootnanny,Bubba Sparxxx,en,rap,north-american,southern hip hop,male,530,0
Eyes Closed,Tyga,en,rap,north-american,southern hip hop,male,670,0
Stone Cold Crazy - Remastered 2011,Queen,en,rock,european,album rock,Group,174,0
No Podemos - Remix,Ele A El Dominio,es,latin,north-american,reggaeton,male,439,1
We Right Here,DMX,en,rap,north-american,gangster rap,male,641,0
Ozone,New Politics,en,rock,european,classic rock,Group,688,0
Luka,Suzanne Vega,en,rock,north-american,permanent wave,female,272,0
Cranes in the Sky,Solange,en,r&b,north-american,urban contemporary,female,518,0
You Don't Want Drama,8Ball & MJG,en,rap,north-american,southern hip hop,Group,563,0
Need U,DVBBS,en,pop,north-american,dance pop,Group,776,0
Do You Really Want It,Nothing More,en,rock,north-american,hard rock,Group,352,0
Holding Up - Radio Edit,Jabberwocky,en,latin,european,tropical,Group,263,0
Do Well,Pip Millett,en,r&b,european,urban contemporary,female,259,0
Lady (feat. Pitbull),Austin Mahone,en,pop,north-american,electropop,male,459,0
The Promise,When In Rome,en,pop,european,electropop,Group,918,0
I Was Made For Lovin' You,KISS,en,rock,north-american,hard rock,Group,333,0
PLIK,DZIARMA,pl,rap,european,trap,female,454,1
Magic,Selena Gomez,en,pop,north-american,post-teen pop,female,146,0
No Lie,Sean Paul,en,pop,latino,electropop,male,743,0
The Monster,Eminem,en,latin,north-american,latin hip hop,male,728,0
6 Man,Drake,en,r&b,north-american,urban contemporary,male,333,0
Tabaco Y Chanel,Bacilos,es,latin,north-american,tropical,Group,630,1
Californication,Red Hot Chili Peppers,en,rock,north-american,classic rock,Group,596,0
Steuerfrei & Illegal,Fard,de,rap,european,gangster rap,male,569,1
747,Bill Callahan,en,r&b,north-american,hip pop,male,151,0
Vaina Loca,Ozuna,es,latin,north-american,reggaeton,male,378,1
Don't Sweat The Technique,Eric B. & Rakim,en,rap,north-american,southern hip hop,Group,366,0
Ich pass auf,BRADO,de,rap,european,hip hop,male,328,1
I Gotta Clean Up,Marvin Sease,en,rap,north-american,southern hip hop,male,693,0
Maldad,Steve Aoki,es,latin,north-american,latin pop,male,460,1
Intoxicated - Radio Edit,Martin Solveig,en,pop,european,electropop,male,111,0
"I Stand Alone - From ""The Scorpion King"" Soundtrack",Godsmack,en,edm,north-american,big room,Group,215,0
7 Days,Craig David,en,r&b,european,hip pop,male,509,0
Me Pregunto,Belanova,es,pop,north-american,electropop,Group,145,1
Esquemas Juveniles,Javiera Mena,es,pop,latino,electropop,female,111,1
Fortunate Son,Creedence Clearwater Revival,en,rock,north-american,classic rock,Group,225,0
Umbrella,Rihanna,en,pop,north-american,post-teen pop,female,525,0
Entre Palmeras,La Garfield,es,latin,north-american,tropical,Group,187,1
Automatic - Kasbo Remix,ZHU,en,latin,north-american,tropical,male,320,0
Shock Dat Monkey,TLC,en,r&b,north-american,new jack swing,Group,741,0
You Love Me,flora cash,en,pop,european,indie poptimism,Group,495,0
Just the Way You Are,Billy Joel,en,rock,north-american,classic rock,male,205,0
Cali Sunshine,The Game,en,rap,north-american,southern hip hop,male,604,0
Dime Si Te Acuerdas,Bad Bunny,es,rap,north-american,trap,male,353,1
Al Natural (feat. Yandel),Tego Calderon,es,latin,north-american,reggaeton,male,1350,1
Go To Sleep,Eminem,en,rap,north-american,gangster rap,male,874,0
Echo Beach,Martha and the Muffins,en,rock,north-american,permanent wave,Group,243,0
The Motto,Drake,en,rap,north-american,southern hip hop,male,532,0
Heartbreaker,Free,en,rock,european,hard rock,Group,118,0
Lady,Rema,en,r&b,african,hip pop,male,426,0
The Effects of Climate Change on Densely Populated Areas,People Under The Stairs,en,r&b,north-american,hip pop,Group,351,0
Make Love Like A Man,Def Leppard,en,rock,european,album rock,Group,303,0
Vicious,Lou Reed,en,rock,north-american,permanent wave,male,206,0
Lost in Paris,Tom Misch,en,r&b,european,neo soul,male,315,0
Broccoli (feat. Lil Yachty),DRAM,en,rap,north-american,southern hip hop,male,592,0
Slow Motion,Jagged Edge,en,r&b,north-american,new jack swing,Group,353,0
Cryin' Like A Bitch!!,Godsmack,en,rock,north-american,hard rock,Group,226,0
Each Day Gets Better,John Legend,en,r&b,north-american,neo soul,male,296,0
Sinner,Drowning Pool,en,rock,north-american,hard rock,Group,202,0
Know You Better,LEISURE,en,pop,oceania,indie poptimism,Group,254,0
Waste A Moment,Kings of Leon,en,pop,north-american,indie poptimism,Group,170,0
Only Love - Luca Schreiner Island House Mix,Shaggy,en,latin,latino,tropical,male,418,0
No Le Baje (Como en los Viejos Tiempos),Miky Woodz,es,rap,north-american,trap,male,656,1
Do For Love,2Pac,en,rap,north-american,southern hip hop,male,691,0
Hello,Adele,en,pop,european,electropop,female,349,0
Candy Girl,New Edition,en,r&b,north-american,new jack swing,Group,369,0
Suncity (feat. Empress Of),Khalid,en,pop,north-american,electropop,male,297,1
Piledriver Waltz,Arctic Monkeys,en,rock,european,permanent wave,Group,204,0
Berlin,Kota the Friend,en,rap,north-american,hip hop,male,302,0
Salton Sea,Josh Rouse,en,pop,north-american,electropop,male,117,0
Run,ShockOne,en,edm,oceania,electro house,male,231,0
Beautiful,Said the Sky,en,edm,north-american,pop edm,male,119,0
How Long,Ace,en,rock,asian,classic rock,Group,198,0
Rodeo,Lil Nas X,en,rap,north-american,hip hop,male,428,0
All Comes Back To You,R3HAB,en,pop,european,dance pop,male,1064,0
Before You Hit The Ground,Jonny Lang,en,rock,north-american,classic rock,male,258,0
Controla,Brytiago,es,rap,north-american,trap,male,503,1
Just What I Needed,The Cars,en,rock,north-american,album rock,Group,1136,0
California,Dom Kennedy,en,rap,north-american,southern hip hop,male,432,0
No te enamores,Efecto Pasillo,es,latin,european,latin pop,Group,424,1
Conga,Gloria Estefan,en,latin,north-american,latin pop,female,321,0
Choices,Project Pat,en,rap,north-american,southern hip hop,male,361,0
Hexada,Ghostemane,en,rap,north-american,gangster rap,male,350,0
Nadie Como Tu,Wisin & Yandel,es,latin,north-american,reggaeton,Group,553,1
This Girl - Kungs Vs. Cookin' On 3 Burners,Kungs,en,latin,european,latin hip hop,male,200,0
Telefone Ocupado,Menestrel,pt,rap,european,trap,Group,343,1
This Town (feat. Sasha Sloan),Kygo,en,pop,european,electropop,male,201,0
Pretty Little Fears (feat. J. Cole),6LACK,en,r&b,north-american,urban contemporary,male,612,0
Trap Queen,Fetty Wap,en,rap,north-american,southern hip hop,male,608,0
Home (feat. Bonn),Martin Garrix,en,pop,european,dance pop,male,546,0
PRBLMS,6LACK,en,r&b,north-american,urban contemporary,male,641,0
Con Calma - Remix,Daddy Yankee,es,latin,north-american,latin hip hop,male,624,1
Groove Thang,Zhané,en,r&b,north-american,new jack swing,Group,327,0
Argent sale,La Fouine,fr,r&b,european,urban contemporary,male,560,1
Hold the Line,TOTO,en,pop,north-american,post-teen pop,Group,810,0
On My Block,Scarface,en,rap,north-american,southern hip hop,male,540,0
Despacito (Featuring Daddy Yankee),Luis Fonsi,es,latin,north-american,latin hip hop,male,471,1
Circle,Marques Houston,en,r&b,north-american,urban contemporary,male,504,0
The Unforgiven,Metallica,en,rock,north-american,hard rock,Group,283,0
Secret Rendezvous,Karyn White,en,r&b,north-american,new jack swing,female,495,0
This Is The Day,The Cranberries,en,rock,european,album rock,Group,291,0
What Do You Mean?,Justin Bieber,en,pop,north-american,electropop,male,892,0
Came To Do,Chris Brown,en,rap,north-american,southern hip hop,male,626,0
Purpose For Pain,Scott Stapp,en,rock,north-american,hard rock,male,225,0
Pull You Through,Maggie Rose,en,r&b,north-american,neo soul,female,162,0
Sick Boy - Owen Norton Remix,The Chainsmokers,en,edm,north-american,pop edm,Group,456,0
Skyscraper,Demi Lovato,en,edm,north-american,pop edm,non-binary,240,0
Gusto Ko Lamang Sa Buhay,Itchyworms,tl,rock,asian,classic rock,Group,275,1
05:00:00,Amber Run,en,r&b,european,urban contemporary,Group,197,0
Qué Hay de Malo,Jerry Rivera,es,latin,north-american,tropical,male,516,1
Behind Barz - Bonus,Drake,en,rap,north-american,hip hop,male,520,0
Brioschi,Franco126,it,r&b,european,hip pop,male,347,1
Desire,Gene Loves Jezebel,en,rock,european,permanent wave,Group,105,0
Show Me Love - EDX Remix / Radio Edit,Sam Feldt,en,latin,european,tropical,male,160,0
Turn Up the Music,Adam Hicks,en,pop,north-american,post-teen pop,male,354,0
My Phone,Jodeci,en,r&b,north-american,new jack swing,Group,604,0
Turn It Up,Armin van Buuren,en,edm,european,big room,male,215,0
Musica che resta,Il Volo,it,r&b,european,hip pop,Group,200,1
Red Lights,Notifi,en,r&b,north-american,urban contemporary,male,369,0
Sister Golden Hair,America,en,rock,north-american,classic rock,Group,231,0
Fresa,TINI,es,latin,latino,reggaeton,female,480,1
Sit Next to Me,Foster The People,en,pop,north-american,indie poptimism,Group,255,0
Bad Religion,Godsmack,en,rock,north-american,hard rock,Group,146,0
she,Hayley Kiyoko,en,pop,north-american,indie poptimism,female,304,0
Don't Stop - 2004 Remaster,Fleetwood Mac,en,rock,european,classic rock,Group,197,0
911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator",en,r&b,north-american,urban contemporary,male,710,0
Message In A Bottle,The Police,en,rock,european,classic rock,Group,335,0
Photograph - Felix Jaehn Remix,Ed Sheeran,en,edm,european,pop edm,male,331,0
Don't Stop Believin',Journey,en,rock,north-american,album rock,Group,561,0
One in a Million,The Romantics,en,rock,north-american,classic rock,Group,252,0
Magenta Riddim,DJ Snake,id,rap,european,trap,male,428,0
Hope,The Chainsmokers,en,pop,north-american,electropop,Group,333,0
Such a Shame,Talk Talk,en,pop,european,electropop,Group,207,0
Carry On,"Crosby, Stills, Nash & Young",en,rock,north-american,classic rock,Group,192,0
Peta (feat. Meek Mill),Roddy Ricch,en,rap,north-american,hip hop,male,1612,0
World At Our Feet,Timmy Trumpet,en,edm,oceania,pop edm,male,262,0
Control,Puddle Of Mudd,en,rock,north-american,hard rock,Group,376,0
Push It,iSHi,en,r&b,north-american,urban contemporary,Group,153,0
Pumped Up,Klingande,en,pop,european,dance pop,Group,284,0
Caderas Blancas,Mon Laferte,es,latin,north-american,latin pop,female,279,1
Hoy Se Bebe (feat. Farruko),Pitbull,es,latin,north-american,latin hip hop,male,433,1
Der Mussolini - 1998 - Remaster,DAF,de,pop,european,electropop,male,281,1
Believe - JAKKO Radio Edit,Thomas Gold,en,edm,european,progressive electro house,male,220,0
Halftime,Young Thug,en,rap,north-american,southern hip hop,male,1212,0
Fortunate Son,Creedence Clearwater Revival,en,pop,north-american,post-teen pop,Group,450,0
I'm Good,Anfa Rose,en,rap,european,gangster rap,Person,586,0
Don't You Worry Child - Acoustic Version,Swedish House Mafia,en,latin,european,latin pop,Group,321,0
Let 'em Burn,Nothing More,en,rock,north-american,hard rock,Group,316,0
Lean On Me,Club Nouveau,en,r&b,north-american,new jack swing,Group,235,0
Sit Back (feat. Truthos Mufasa & Black Josh),The Mouse Outfit,en,r&b,european,neo soul,Group,484,0
Oh No,Andrew Bird,en,pop,north-american,indie poptimism,male,128,0
Stay,Mac Miller,en,r&b,north-american,neo soul,male,611,0
Since I Seen't You,Anthony Hamilton,en,r&b,north-american,neo soul,male,135,0
After The Landslide - Club Remix,Matt Simons,en,pop,north-american,dance pop,male,235,0
Got Your Six,Five Finger Death Punch,en,rock,north-american,hard rock,Group,191,0
I'm On Fire,Bruce Springsteen,en,rock,north-american,album rock,male,146,0
More Than A Woman,Aaliyah,en,r&b,north-american,new jack swing,female,330,0
You - Brillz Remix,Galantis,en,rap,european,trap,Group,149,0
Otro Trago - Remix,Sech,es,rap,latino,trap,male,2592,1
You Got It (The Right Stuff),New Kids On The Block,en,r&b,north-american,new jack swing,Group,284,0
Holiday,Scorpions,en,rock,european,hard rock,Group,137,0
Touch Me,The Doors,en,rock,north-american,classic rock,Group,166,0
Knockin' Boots,Candyman,en,rap,north-american,southern hip hop,male,580,0
Without Me - ILLENIUM Remix,Halsey,en,rap,north-american,trap,female,884,0
Boys Don't Cry,The Cure,en,pop,european,electropop,Group,208,0
Leaving You - Thomas Newson Radio Edit,Audien,en,edm,north-american,progressive electro house,male,127,0
LA & The Parties,Lost Kings,en,pop,north-american,dance pop,Group,299,0
Heart Like A Wheel,Eric Church,en,r&b,north-american,neo soul,male,210,0
Bandoleros,Don Omar,es,latin,north-american,reggaeton,male,686,1
Dame Algo,Wisin & Yandel,es,rap,north-american,trap,Group,576,1
Rock And Roll All Nite,KISS,en,rock,north-american,classic rock,Group,580,0
Fever,Vybz Kartel,en,latin,latino,latin hip hop,male,403,0
Reprise - Ao Vivo,Sorriso Maroto,pt,edm,latino,pop edm,Group,281,1
Jaded,Drake,en,r&b,north-american,urban contemporary,male,536,0
She's All That,Tevin Campbell,en,r&b,north-american,new jack swing,male,359,0
"Take Yours, I'll Take Mine",Matthew Mole,en,pop,african,indie poptimism,male,203,0
Stranger,Dijon,en,pop,north-american,indie poptimism,male,291,0
Better Give U Up,FKJ,en,r&b,european,neo soul,male,251,0
Southern Nights,Glen Campbell,en,rock,north-american,album rock,male,225,0
Ten Feet Tall - Borgeous Remix,Afrojack,en,edm,european,progressive electro house,male,204,0
You're All I Need,White Lion,en,rock,north-american,hard rock,Group,227,0
Don't Ask Me No Questions,Lynyrd Skynyrd,en,rock,north-american,classic rock,Group,236,0
Hardest Pit,Big Pokey,en,rap,north-american,southern hip hop,male,459,0
My Number,Foals,en,pop,european,indie poptimism,Group,624,0
Wild Thoughts - Medasin Dance Remix,DJ Khaled,en,rap,north-american,trap,male,431,0
With Or Without You - Jac & Harri Remix,Maddix,en,edm,european,big room,male,296,0
Jesus - Remastered 2011,Queen,en,rock,european,album rock,Group,214,0
Femme Fatale,Agonoize,de,pop,european,electropop,Group,314,1
Hero,Skillet,en,rock,north-american,hard rock,Group,372,0
"Hotel California - Live at The Los Angeles Forum, 10/20-22/76",Eagles,en,rock,north-american,classic rock,Group,344,0
Feels Like Home,Sam Feldt,en,latin,european,tropical,male,184,0
Payphone - Edit,Maroon 5,en,edm,north-american,pop edm,Group,555,0
Starving,Hailee Steinfeld,en,pop,north-american,electropop,female,285,0
Want Her,Mustard,en,rap,north-american,gangster rap,male,750,0
Bum Bum Tam Tam - David Guetta Remix,MC Fioti,pt,edm,latino,progressive electro house,male,341,1
Gullah Gullah Island,Dear Silas,en,r&b,north-american,urban contemporary,male,449,0
Hit 'Em up Style,Carolina Chocolate Drops,en,r&b,north-american,hip pop,Group,382,0
Treat Them Like They Want To Be Treated - Regular Version,Father MC,en,r&b,north-american,new jack swing,male,536,0
Ruthless For Life,MC Ren,en,rap,north-american,gangster rap,male,733,0
Digits,Young Thug,en,rap,north-american,gangster rap,male,535,0
Let's Play House,Tha Dogg Pound,en,rap,north-american,southern hip hop,Group,565,0
Atomic Dog,George Clinton,en,r&b,north-american,urban contemporary,male,459,0
Boss,Lil Pump,en,rap,north-american,southern hip hop,male,302,0
Whatever You Want,Tony! Toni! Toné!,en,r&b,north-american,new jack swing,Group,600,0
Baby Be Mine,Blackstreet,en,r&b,north-american,new jack swing,Group,688,0
Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,Drax Project,en,pop,oceania,dance pop,Group,404,0
Nowy Kolor,Otsochodzi,pl,rap,european,trap,male,403,1
Too Close,Next,en,r&b,north-american,new jack swing,Group,506,0
Tell Her You Belong To Me,Beth Hart,en,r&b,north-american,neo soul,female,287,0
Think of You - Radio Edit,Whigfield,en,pop,european,dance pop,female,204,0
Sweet Home Alabama,Lynyrd Skynyrd,en,pop,north-american,post-teen pop,Group,460,0
O Come All Ye Faithful,Kirk Franklin,en,r&b,north-american,neo soul,male,132,0
Gypsie Doodle,Analogik,en,edm,european,electro house,Group,200,0
Ride It,Jay Sean,en,latin,european,latin hip hop,male,423,0
Hasta Contar a Mil,Jotdog,es,pop,north-american,electropop,Group,256,1
Easy - Remix,DaniLeigh,en,r&b,north-american,neo soul,female,321,0
Beauty and Madness - 1993,Fra Lippo Lippi,en,rock,european,permanent wave,Group,137,0
Southern Hospitality (Featuring Pharrell),Ludacris,en,rap,north-american,southern hip hop,male,747,0
"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]",Jon Z,es,rap,north-american,trap,male,347,1
The Worst In Me,KAYTRANADA,en,latin,north-american,latin pop,male,909,0
Controlla,Drake,en,latin,north-american,latin hip hop,male,417,0
Again,Jaden,en,rap,north-american,hip hop,male,584,0
Never Alone,2 Brothers On The 4th Floor,en,pop,european,dance pop,Group,367,0
Inbetween Days,The Cure,en,rock,european,permanent wave,Group,163,0
Feels Good,Tony! Toni! Toné!,en,r&b,north-american,urban contemporary,Group,1298,0
100 Miles and Running (ft. Wale & John Lindahl),Logic,en,rap,north-american,hip hop,male,1533,0
Imposible,Luis Fonsi,es,latin,north-american,latin pop,male,864,1
Last to Know,Roosevelt,en,pop,european,indie poptimism,male,276,0
Alle Dem,ICEKIID,da,rap,european,hip hop,male,458,1
Power,Hardwell,en,edm,european,pop edm,male,119,0
In The Lap Of The Gods... Revisited - Remastered 2011,Queen,en,rock,european,album rock,Group,258,0
Captain Quirck,Bassjackers,en,edm,european,big room,Group,118,0
Tomorrow,The Roots,en,r&b,north-american,neo soul,Group,177,0
Trouble - Jengi Beats Remix,OFFAIAH,en,r&b,north-american,neo soul,male,180,0
Goodbyes,Jorja Smith,en,r&b,european,urban contemporary,female,281,0
Taboo,Don Omar,es,latin,north-american,reggaeton,male,448,1
No One Compares To You,Jack & Jack,en,pop,north-american,post-teen pop,Group,882,0
Half Time,Amy Winehouse,en,r&b,european,neo soul,female,193,0
Work - R3hab Remix,Rihanna,en,edm,north-american,big room,female,1162,0
Whip Appeal - 12-inch Version,Babyface,en,r&b,north-american,new jack swing,male,242,0
Sing It With Me - Embody Remix,JP Cooper,pt,pop,european,dance pop,male,962,0
Wildcard (feat. Sidnie Tipton),KSHMR,en,edm,north-american,progressive electro house,male,223,0
Give It All,Rise Against,en,rock,north-american,hard rock,Group,232,0
Before Paris,Tom Misch,en,pop,european,indie poptimism,male,116,0
She Drives Me Crazy,Fine Young Cannibals,en,rock,european,permanent wave,Group,173,0
Younger,Jonas Blue,en,pop,european,indie poptimism,male,634,0
Sango,OSHUN,en,r&b,north-american,neo soul,Group,519,0
Let The Music Play,Shannon,en,latin,north-american,latin hip hop,female,327,0
Piscininha Amor,Whadi Gama,pt,edm,latino,pop edm,male,271,1
Shotta Flow,NLE Choppa,en,rap,north-american,gangster rap,male,534,0
Take It While It's Hot,Sweet Sensation,en,latin,european,latin hip hop,Group,270,0
"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",Lil Wayne,en,pop,north-american,electropop,male,2488,0
Time Machine,Alicia Keys,en,r&b,north-american,urban contemporary,female,390,0
Swing,Danny Ocean,es,latin,north-american,latin pop,male,307,1
Wake Up,Fetty Wap,en,rap,north-american,southern hip hop,male,528,0
Playing The Blame Game,You Me At Six,en,pop,european,post-teen pop,Group,221,0
1973 - Acoustic,James Blunt,en,latin,european,latin pop,male,255,0
Sunday Morning - Acoustic,Maroon 5,en,latin,north-american,latin pop,Group,264,0
Can't Take It with You,The Alan Parsons Project,en,rock,european,album rock,Group,176,0
Fire on the Mountain,The Marshall Tucker Band,en,rock,north-american,classic rock,Group,261,0
Stormtroopin',Ted Nugent,en,rock,north-american,hard rock,male,109,0
Have Yourself A Merry Little Christmas,Ledisi,en,r&b,north-american,neo soul,female,157,0
Man That I Used To Know,Apollo LTD,en,pop,north-american,indie poptimism,Group,251,0
Harder - KC Lights 6AM Remix,Jax Jones,en,edm,european,progressive electro house,male,396,0
Good Thing,Tritonal,en,edm,north-american,progressive electro house,Group,306,0
oui,Jeremih,en,rap,north-american,hip hop,male,423,0
Chicken Fried,Zac Brown Band,en,latin,north-american,latin hip hop,Group,374,0
10 Bands,Joyner Lucas,en,rap,north-american,hip hop,male,839,0
Free Ride,The Edgar Winter Group,en,rock,north-american,classic rock,Group,197,0
Get Your Way,Brasstracks,en,r&b,north-american,urban contemporary,Group,381,0
Her Grace,Maverick Sabre,en,pop,european,indie poptimism,male,423,0
Better Half of Me - R3HAB Remix,Tom Walker,en,pop,european,dance pop,male,582,0
Love My Way,The Psychedelic Furs,en,rock,european,permanent wave,Group,163,0
We Interrupt This Programme,Coburn,en,edm,european,progressive electro house,Group,194,0
What Do You Mean?,Skepta,en,rap,european,hip hop,male,605,0
Carry on Wayward Son,Kansas,en,pop,north-american,post-teen pop,Group,732,0
Boys Don't Cry - Single Version,The Cure,en,rock,european,permanent wave,Group,208,0
"On Our Own - Remix / From ""Ghostbusters II"" Soundtrack",Bobby Brown,en,r&b,north-american,new jack swing,male,632,0
My Iron Lung,Radiohead,en,rock,european,permanent wave,Group,208,0
Open My Eyes,Rival Sons,en,rock,north-american,classic rock,Group,190,0
Wildfire - Radio Edit,Borgeous,en,edm,north-american,progressive electro house,male,142,0
Make Believe,Quintino,en,edm,european,big room,male,135,0
Rocksteady,Remy Shand,en,r&b,north-american,neo soul,male,176,0
De Dentro do AP,Bia Ferreira,pt,latin,latino,tropical,female,245,1
My Hero,Foo Fighters,en,rock,north-american,permanent wave,Group,124,0
Like A G6,Far East Movement,en,pop,north-american,post-teen pop,Group,470,0
The Jam,Logic,en,rap,north-american,hip hop,male,738,0
Plain Jane,A$AP Ferg,en,r&b,north-american,hip pop,male,453,0
The Only Way Out,Andra Day,en,r&b,north-american,urban contemporary,female,286,0
I Go To Work (Re-Recorded / Remastered),Kool Moe Dee,en,r&b,north-american,new jack swing,male,712,0
Power,Rapsody,en,rap,north-american,southern hip hop,female,1084,0
Keep On Lovin',Cat Dealers,en,edm,latino,electro house,Group,170,0
After Midnight,Eric Clapton,en,rock,european,classic rock,male,211,0
Unstoppable - Vinai Remix,R3HAB,en,edm,european,progressive electro house,male,257,0
Lottery (Renegade),K CAMP,en,pop,north-american,electropop,male,1341,0
Lo Malo,Sech,es,latin,latino,reggaeton,male,394,1
Find You,Zedd,en,edm,european,pop edm,male,494,0
XO TOUR Llif3,Fame on Fire,en,rock,north-american,hard rock,Group,492,0
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,en,pop,north-american,post-teen pop,female,848,0
Vibe,Mick Jenkins,en,r&b,north-american,hip pop,male,934,0
Replay,Iyaz,en,latin,north-american,latin hip hop,male,535,0
Love Song,Sara Bareilles,en,rock,north-american,album rock,female,425,0
Kanax in Tokyo (feat. Farid Bang),KC Rebell,de,rap,european,gangster rap,male,429,1
The Man,Aloe Blacc,en,pop,north-american,electropop,male,515,0
The Only Difference Between Martyrdom and Suicide Is Press Coverage,Panic! At The Disco,en,rock,north-american,album rock,Group,324,0
Blessings,Big Sean,en,rap,north-american,gangster rap,male,913,0
Aerials,System Of A Down,en,rock,north-american,hard rock,Group,233,0
The Spirit Of Radio,Rush,en,rock,north-american,classic rock,Group,170,0
Don't Mess With My Man,Lucy Pearl,en,r&b,north-american,new jack swing,Group,324,0
Everyday,Logic,en,pop,north-american,electropop,male,864,0
Fake It,Seether,en,rock,north-american,hard rock,Group,336,0
Bag Lady,Erykah Badu,en,r&b,north-american,new jack swing,female,421,0
Merry Christmas Baby - Remastered 2006,Lou Rawls,en,r&b,north-american,neo soul,male,180,0
The Kids Aren't Alright,The Offspring,en,rock,north-american,permanent wave,Group,194,0
Separate Ways (Worlds Apart),Journey,en,pop,north-american,post-teen pop,Group,476,0
Show Me Love (feat. 21 Savage & Miguel),Alicia Keys,en,r&b,north-american,urban contemporary,female,423,0
Don't Do Me Like That,Tom Petty and the Heartbreakers,en,rock,north-american,classic rock,Group,331,0
So Fresh,Paulo Londra,es,rap,latino,trap,male,407,1
W18,Cassius,en,edm,european,progressive electro house,Group,463,0
Like That (feat. Gucci Mane),Doja Cat,en,r&b,north-american,hip pop,female,464,0
Dancer - Remastered 2011,Queen,en,rock,european,album rock,Group,207,0
What Will I Do,Timmy T,en,pop,north-american,electropop,male,124,0
On Top Of The World,Imagine Dragons,en,pop,north-american,electropop,Group,477,0
La Flaca - Acousique,Jarabe De Palo,es,latin,european,latin pop,Group,266,1
"Why You Get Funky On Me - From ""House Party"" Soundtrack",Today,en,r&b,north-american,new jack swing,Group,755,0
Just The Way,Alfonzo Hunter,en,r&b,north-american,new jack swing,male,399,0
Evidencia,Baby Rasta & Gringo,es,rap,north-american,trap,Group,656,1
Matador,Mickey 3d,fr,rock,european,album rock,Group,197,1
