song_title,artist,musical_genre,lyric_length,needs_translation,continent,gender,source
Angel,Zack Knight,latin,300,0,Europe,Male,spotify
I Like (feat. WizKid),Kojo Funds,r&b,502,0,Europe,Male,spotify
Lightning Bolt,Jake Bugg,rock,279,0,Europe,Male,spotify
Heavy Artillery,The Game,rap,591,0,North America,Male,spotify
Free,Dyro,edm,259,0,Europe,Male,spotify
Icy (feat. Gucci Mane),Logic,rap,553,0,North America,Male,spotify
Seigfried,Frank Ocean,r&b,402,0,North America,Male,spotify
Old Time's Sake,Sweet Sable,r&b,346,0,North America,Female,spotify
Not About Angels,Birdy,r&b,124,0,Europe,Female,spotify
California,Childish Gambino,pop,273,0,North America,Male,spotify
Remind Me to Forget,Kygo,latin,350,0,Europe,Male,spotify
Darkness,Eminem,rap,1124,0,North America,Male,spotify
Dance Again,Selena Gomez,r&b,586,0,North America,Female,spotify
Burden,Foy Vance,r&b,257,0,Europe,Male,spotify
Ten Feet Tall,Afrojack,edm,204,0,Europe,Male,spotify
Tim McGraw - Recorded At Spotify Studios NYC,Maggie Rogers,pop,460,0,North America,Female,spotify
Freak - Sam Feldt Remix Edit,R3HAB,latin,365,0,Europe,Male,spotify
Delicate,Taylor Swift,edm,498,0,North America,Female,spotify
New Beat,Toro y Moi,pop,141,0,North America,Male,spotify
No Pressure,Mahalia,r&b,337,0,Europe,Female,spotify
Collateral Damage,Burna Boy,latin,622,0,Africa,Male,spotify
sweetener,Ariana Grande,pop,650,0,North America,Female,spotify
Fuck You,Lily Allen,latin,403,0,Europe,Female,spotify
Hola - Remix,Dalex,latin,2185,1,North America,Male,spotify
Kanye West (feat. Wyclef Jean),Young Thug,rap,1035,0,North America,Male,spotify
Bandolera,Bryant Myers,latin,448,1,North America,Male,spotify
Number One Spot,Ludacris,rap,629,0,North America,Male,spotify
Con To',Maikel Delacalle,latin,384,1,Europe,Male,spotify
Uncle Albert / Admiral Halsey - Medley / Remastered 2012,Paul McCartney,rock,236,0,Europe,Male,spotify
Invincible - Radio Edit,Borgeous,edm,193,0,North America,Male,spotify
Save Me Pt 2 (feat. Austin Lam),Ski Mask The Slump God,r&b,446,0,North America,Male,spotify
Velvet,falcxne,r&b,124,0,North America,Male,spotify
Octopus,Syd Barrett,rock,280,0,Europe,Male,spotify
Do It Again,No Rome,pop,387,0,Europe,Male,spotify
Thug Money,Trick Daddy,rap,589,0,North America,Male,spotify
Ruin My Life,Zara Larsson,pop,1230,0,Europe,Female,spotify
I Try,Macy Gray,r&b,382,0,North America,Female,spotify
How Will I Know,Whitney Houston,rock,792,0,North America,Female,spotify
Ghost,Au/Ra,pop,390,0,Latin America,Female,spotify
The Lady In Red,Chris de Burgh,pop,229,0,Europe,Male,spotify
We Were Young,Gareth Emery,edm,192,0,Europe,Male,spotify
London Town,Branco,rap,595,1,Europe,Male,spotify
Moment,Sander W.,latin,164,0,Europe,Male,spotify
Rocky Mountain High,John Denver,rock,352,0,North America,Male,spotify
Black & Ugly,Rapsody,rap,641,0,North America,Female,spotify
Mannequin Challenge (feat. Juice WRLD),Young Thug,rap,663,0,North America,Male,spotify
CPR,Summer Walker,r&b,195,0,North America,Female,spotify
California Love - Original Mix,2Pac,rap,586,0,North America,Male,spotify
Sabor A Melao,Daddy Yankee,latin,671,1,North America,Male,spotify
Guess Who Loves You More,Raheem DeVaughn,r&b,316,0,North America,Male,spotify
This Is What I Do,Conejo,latin,447,0,North America,Male,spotify
Rapture,Ghostemane,rap,360,0,North America,Male,spotify
Closer,GAWVI,edm,292,0,North America,Male,spotify
Valet (feat. Fetty Wap and 2 Chainz),Eric Bellinger,rap,489,0,North America,Male,spotify
Good Love (feat. Tory Lanez),Nafe Smallz,r&b,426,0,Europe,Male,spotify
More,Syleena Johnson,r&b,394,0,North America,Female,spotify
Apna Time Aayega,Ranveer Singh,rap,324,1,Asia,Male,spotify
I Get Money,50 Cent,rap,771,0,North America,Male,spotify
40 Mill,Tyga,rap,456,0,North America,Male,spotify
Riptide - Live from Spotify London,Vance Joy,latin,380,0,Oceania,Male,spotify
Memories (feat. Kid Cudi),David Guetta,edm,238,0,Europe,Male,spotify
Ay Mi Dios,IAmChino,latin,553,1,North America,Male,spotify
Best Part of Me (feat. YEBBA),Ed Sheeran,r&b,276,0,Europe,Male,spotify
Condenado Para el Millon,Paulo Londra,rap,650,1,Latin America,Male,spotify
Versace On The Floor (Bruno Mars vs. David Guetta),Bruno Mars,pop,333,0,North America,Male,spotify
Learn Ya,6LACK,r&b,338,0,North America,Male,spotify
Falando Dela,Mc Maha,r&b,225,1,Latin America,Male,spotify
They're Playing Our Song,Trinere,latin,302,0,North America,Female,spotify
Scars To Your Beautiful - Luca Schreiner Remix,Alessia Cara,edm,440,0,North America,Female,spotify
Beautiful,Moby,rock,293,0,North America,Male,spotify
That Jazz,Coops,r&b,373,0,Europe,Male,spotify
Shotgun (The Wild Remix),George Ezra,pop,289,0,Europe,Male,spotify
No Right To Love You - Acoustic,Rhys Lewis,r&b,346,0,Europe,Male,spotify
Straight Up Menace,MC Eiht,rap,1196,0,North America,Male,spotify
Sunglasses At Night,Corey Hart,rock,317,0,North America,Male,spotify
Future Love,Frank Mccomb,r&b,165,0,North America,Male,spotify
Still The Same,Bob Seger,rock,163,0,North America,Male,spotify
Make It Happen,Mariah Carey,r&b,581,0,North America,Female,spotify
Muito Calor,Ozuna,latin,363,1,North America,Male,spotify
Devuelveme,Ozuna,latin,469,1,North America,Male,spotify
Pissing In a River,Patti Smith,rock,256,0,North America,Female,spotify
Shut Up Kiss Me,Angel Olsen,pop,508,0,North America,Female,spotify
Bossaura,Kollegah,rap,1084,1,Europe,Male,spotify
Don't Know How To Love You,Haley Reinhart,r&b,295,0,North America,Female,spotify
Nothing On You (feat. Paulo Londra & Dave),Ed Sheeran,latin,548,0,Europe,Male,spotify
All I Want Is You (feat. J. Cole),Miguel,r&b,526,0,North America,Male,spotify
Midnight at the Oasis,Maria Muldaur,rock,194,0,North America,Female,spotify
Sing For The Moment,Eminem,rap,867,0,North America,Male,spotify
Surfer,Be Vis,rap,316,1,Europe,Male,spotify
Anticipation,Carly Simon,rock,125,0,North America,Female,spotify
Fire We Make,Alicia Keys,r&b,335,0,North America,Female,spotify
I Need a Connection,Jane Weaver,pop,230,0,Europe,Female,spotify
Dear Summer,Memphis Bleek,rap,579,0,North America,Male,spotify
Keep Up,Akon,latin,328,0,Africa,Male,spotify
I'm for Real,Howard Hewett,r&b,263,0,North America,Male,spotify
I'm In Love,Kem,r&b,201,0,North America,Male,spotify
Tenemos Que Hablar,Bad Bunny,rap,720,1,North America,Male,spotify
Grease - 2007 Remaster,Frankie Valli,r&b,350,0,North America,Male,spotify
Boss,La Zowi,rap,389,1,Europe,Female,spotify
Your Shirt,Chelsea Cutler,pop,293,0,North America,Female,spotify
Can We Talk,Tevin Campbell,r&b,326,0,North America,Male,spotify
Future Nostalgia,Dua Lipa,r&b,442,0,Europe,Female,spotify
why u look mad,Lil Tecca,rap,587,0,North America,Male,spotify
All My Friends - Eden Prince Remix,AJ Mitchell,pop,344,0,North America,Male,spotify
Hola - Acústico En Vivo,Dalex,latin,437,1,North America,Male,spotify
Alone Together,Daley,r&b,326,0,Europe,Male,spotify
Back to Beautiful,Sofia Carson,edm,229,0,North America,Female,spotify
Ride,Madison Mars,edm,242,0,Europe,Male,spotify
Years,Astrid S,pop,536,0,Europe,Female,spotify
Shake It Off,Taylor Swift,pop,613,0,North America,Female,spotify
"Lost - Recorded at Metropolis Studios, London",Jorja Smith,r&b,274,0,Europe,Female,spotify
Broke Leg (with Quavo & Tyga),Tory Lanez,rap,670,0,North America,Male,spotify
Pose To Do (feat. French Montana and Quavo),Lil Pump,r&b,591,0,North America,Male,spotify
EDM Bubble,Jay Hardway,edm,162,0,Europe,Male,spotify
Boredom (feat. Rex Orange County & Anna of the North),"Tyler, The Creator",pop,1461,0,North America,Male,spotify
Sky Walker (feat. Travis Scott),Miguel,r&b,602,0,North America,Male,spotify
Love Me Now - Dave Audé Remix Radio Edit,John Legend,edm,459,0,North America,Male,spotify
Touch Me Tease Me,Case,r&b,375,0,North America,Male,spotify
no importa,Alaina Castillo,latin,290,1,North America,Female,spotify
What A Time (feat. Niall Horan),Julia Michaels,pop,370,0,North America,Female,spotify
No Brainer,DJ Khaled,pop,2313,0,North America,Male,spotify
Let's Make This Last 4Ever,Mitchel Musso,pop,413,0,North America,Male,spotify
Ooouuu (feat. Blac Youngsta),YBN Almighty Jay,rap,577,0,North America,Male,spotify
Satellite of Love,Lou Reed,rock,168,0,North America,Male,spotify
Joan of Arc (feat. Thailand),David Guetta,edm,262,0,Europe,Male,spotify
Hey Lover,LL Cool J,r&b,658,0,North America,Male,spotify
I just need U. - Tide Electric Remix,TobyMac,pop,398,0,North America,Male,spotify
Shower the People,James Taylor,rock,429,0,North America,Male,spotify
Weight In Gold - Brasstracks Remix,Gallant,r&b,179,0,North America,Male,spotify
Nothing Breaks Like a Heart - Don Diablo Remix,Mark Ronson,edm,379,0,Europe,Male,spotify
Complicated,Avril Lavigne,pop,499,0,North America,Female,spotify
Lose My Mind,Dean Lewis,r&b,282,0,Oceania,Male,spotify
Who Am I (What's My Name)?,Snoop Dogg,rap,1575,0,North America,Male,spotify
Oh I,Debra Killings,r&b,184,0,North America,Female,spotify
Straight Up,Paula Abdul,r&b,464,0,North America,Female,spotify
Unforgettable (feat. Swae Lee) - Major Lazer Remix,French Montana,edm,521,0,North America,Male,spotify
I Get Lonely,Janet Jackson,r&b,439,0,North America,Female,spotify
Finesse,Bruno Mars,edm,476,0,North America,Male,spotify
One Wine (feat. Major Lazer),Machel Montano,latin,702,0,Latin America,Male,spotify
Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo,r&b,512,0,North America,Male,spotify
Now,Miguel,r&b,389,0,North America,Male,spotify
Yo Soy De Aqui,Don Omar,latin,671,1,North America,Male,spotify
Dame Un Besito (feat. Chino & Nacho),Fainal,latin,346,1,Latin America,Male,spotify
Party Your Body,Stevie B,latin,363,0,North America,Male,spotify
All I Want,Father MC,r&b,383,0,North America,Male,spotify
What About Us - Cash Cash Remix,P!nk,edm,638,0,North America,Female,spotify
Solo Dance - Club Mix,Martin Jensen,edm,216,0,Europe,Male,spotify
Ready or Not,Bridgit Mendler,pop,540,0,North America,Female,spotify
I'm Blessed,Charlie Wilson,r&b,1174,0,North America,Male,spotify
FourFiveSeconds,Rihanna,pop,294,0,North America,Female,spotify
Ever So Clear,Bushwick Bill,rap,896,0,North America,Male,spotify
Resort,Farruko,rap,518,1,North America,Male,spotify
This Guy's In Love With You Pare,Chito Miranda,rock,296,0,Asia,Male,spotify
Lido Shuffle,Boz Scaggs,rock,248,0,North America,Male,spotify
Soldier Like Me,2Pac,rap,550,0,North America,Male,spotify
Conteo Regresivo - Salsa Version,Gilberto Santa Rosa,latin,442,1,North America,Male,spotify
I Used to Love Someone,Anthony Hamilton,r&b,257,0,North America,Male,spotify
Walking on Sunshine,Sam Amidon,r&b,182,0,North America,Male,spotify
If It Ain't Love,Jason Derulo,pop,604,0,North America,Male,spotify
The Soul Searchers,Paul Weller,rock,225,0,Europe,Male,spotify
Door,Caroline Polachek,r&b,400,0,North America,Female,spotify
Guaya Guaya,Don Omar,latin,579,1,North America,Male,spotify
Pa' Que Retozen,Tego Calderon,latin,1383,1,North America,Male,spotify
Let Me Get Em,Soulja Boy,rap,110,0,North America,Male,spotify
Cleanin' Out My Closet,Eminem,rap,737,0,North America,Male,spotify
These Are The Times (feat. JRM),Martin Garrix,pop,768,0,Europe,Male,spotify
Tonight Is the Night (Pts. 1&2),Betty Wright,rap,869,0,North America,Female,spotify
Nada Fue Un Error,Coti,latin,129,1,Europe,Male,spotify
Catch & Release - Deepend Remix Extended Version,Matt Simons,latin,317,0,North America,Male,spotify
Bitch Betta Have My Money,Tyga,rap,583,0,North America,Male,spotify
Piropo,Noriel,latin,1480,1,North America,Male,spotify
La Venganza,J Balvin,latin,463,1,Latin America,Male,spotify
Options (feat. Stephen Marley),Pitbull,pop,670,0,North America,Male,spotify
Slipping Away (Crier la Vie) [Radio Mix],Moby,rock,228,0,North America,Male,spotify
My Gun Go Off,50 Cent,rap,579,0,North America,Male,spotify
Somebody - Modern Machines Remix,Natalie La Rose,edm,430,0,Europe,Female,spotify
Finally // beautiful stranger,Halsey,pop,694,0,North America,Female,spotify
Impossible,James Arthur,pop,304,0,Europe,Male,spotify
I Get the Job Done,Big Daddy Kane,r&b,577,0,North America,Male,spotify
Life Is Good (feat. Drake),Future,rap,5495,0,North America,Male,spotify
The Blower's Daughter,Damien Rice,r&b,239,0,Europe,Male,spotify
Como Antes (feat. Wisin),Yandel,latin,1168,1,North America,Male,spotify
Get Up,Amel Larrieux,r&b,137,0,North America,Female,spotify
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,rap,837,0,North America,Male,spotify
As Your Friend,Afrojack,edm,329,0,Europe,Male,spotify
Young Dumb & Broke,Khalid,pop,534,0,North America,Male,spotify
Hold Me (feat. Frank Kadillac),Ria Mae,pop,353,0,North America,Female,spotify
School's Out,Alice Cooper,rock,146,0,North America,Male,spotify
Hot (feat. Gunna),Young Thug,rap,1156,0,North America,Male,spotify
"Hallelujah - Live at Benaroya Hall, Seattle, WA - November 2010",Brandi Carlile,r&b,233,0,North America,Female,spotify
Take It Away,RL Grime,edm,426,0,North America,Male,spotify
I'M DEAD,Duckwrth,r&b,503,0,North America,Male,spotify
The Return,Logic,rap,956,0,North America,Male,spotify
New Friends,Maty Noyes,pop,436,0,North America,Female,spotify
Entre Mi Vida y la Tuya,Fonseca,latin,379,1,Latin America,Male,spotify
"Like a Rolling Stone - Live at Royal Albert Hall, London, UK - May 26, 1966",Bob Dylan,rock,820,0,North America,Male,spotify
Give Me Love (Give Me Peace On Earth) - 2009 Digital Remaster,George Harrison,rock,150,0,Europe,Male,spotify
The Soundtrack,The Game,rap,636,0,North America,Male,spotify
Throwback,Brytiago,latin,491,1,North America,Male,spotify
All The Places (I Will Kiss You),Aaron Hall,r&b,605,0,North America,Male,spotify
2000 Rounds,Pouya,rap,338,0,North America,Male,spotify
Equipped in This Game?,Pastor Troy,rap,446,0,North America,Male,spotify
Friday,Sir Charles Jones,rap,165,0,North America,Male,spotify
Desde,Portavoz,latin,472,1,Latin America,Male,spotify
Pursuit Of Happiness (Nightmare),Kid Cudi,rap,406,0,North America,Male,spotify
Be As You Are - Acoustic,Mike Posner,pop,469,0,North America,Male,spotify
La Tierra del Olvido,Carlos Vives,latin,552,1,Latin America,Male,spotify
Enjoy the Ride,Illa J,pop,423,0,North America,Male,spotify
Army Of Me,Björk,rock,129,0,Europe,Female,spotify
"Endow Me (feat. Fantasia, Faith Evans & Lil' Mo)",Coko,r&b,160,0,North America,Female,spotify
What the Hell,Avril Lavigne,pop,395,0,North America,Female,spotify
Swing (Bonus Track),Danny Ocean,latin,614,1,North America,Male,spotify
Time Passages,Al Stewart,rock,217,0,Europe,Male,spotify
Imported (with 6LACK),Jessie Reyez,r&b,944,0,North America,Female,spotify
Just Like Paradise,David Lee Roth,rock,698,0,North America,Male,spotify
Go Getta - (Explicit),Jeezy,rap,664,0,North America,Male,spotify
Parking Lot,Anderson .Paak,r&b,770,0,North America,Male,spotify
Ode to Viceroy,Mac DeMarco,pop,202,0,North America,Male,spotify
Me Ama Me Odia,Ozuna,latin,710,1,North America,Male,spotify
Indiana,Tom Aspaul,pop,246,0,Europe,Male,spotify
Tell Me,RL Grime,rap,115,0,North America,Male,spotify
Bedtime Story,GoldLink,r&b,307,0,North America,Male,spotify
Undertow,Chroma Key,rock,187,0,North America,Male,spotify
Dear Life,Anthony Hamilton,r&b,215,0,North America,Male,spotify
Southern Fried Intro,Ludacris,rap,644,0,North America,Male,spotify
Sirena,Lionel Ferro,latin,1149,1,Latin America,Male,spotify
Sumthin' Sumthin',Maxwell,r&b,296,0,North America,Male,spotify
I Got Love (feat. Nate Dogg),Don Diablo,edm,335,0,Europe,Male,spotify
Auf einmal sind alle korrekt (feat. Bonez MC),18 Karat,rap,552,1,Europe,Male,spotify
On My Mind,Nexy,pop,338,0,North America,Male,spotify
Lucky You (feat. Joyner Lucas),Eminem,rap,1167,0,North America,Male,spotify
FDT - Pt. 2,YG,rap,670,0,North America,Male,spotify
All Night (feat. Knox Fortune),Chance the Rapper,rap,930,0,North America,Male,spotify
DYSFUNCTIONAL,KAYTRANADA,r&b,436,0,North America,Male,spotify
Say It,Tory Lanez,rap,630,0,North America,Male,spotify
"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,rock,157,0,Europe,Male,spotify
So High,John Legend,r&b,319,0,North America,Male,spotify
We Found Love (feat. Ashibah),Nora En Pure,edm,167,0,Europe,Female,spotify
When Love Takes Over (feat. Kelly Rowland),David Guetta,edm,235,0,Europe,Male,spotify
Blackbird,Sam Feldt,latin,218,0,Europe,Male,spotify
Gold,Victoria Justice,pop,465,0,North America,Female,spotify
Lean On (with Emiway Bantai),Celina Sharma,rap,338,0,Asia,Female,spotify
Battering Bars,Sean Price,rap,317,0,North America,Male,spotify
Tu Recuerdo (feat. La Mari De Chambao & Tommy Torres) - MTV Unplugged Version,Ricky Martin,latin,323,1,North America,Male,spotify
All The Way Up,Fat Joe,rap,1437,0,North America,Male,spotify
Better To Lie (with Jesse & Swae Lee),benny blanco,pop,415,0,North America,Male,spotify
2000-05-07 00:00:00,Malik Montana,rap,455,1,Europe,Male,spotify
All Falls Down (feat. Juliander) - Steve Aoki Remix,Alan Walker,edm,766,0,Europe,Male,spotify
Bellyache - Marian Hill Remix,Billie Eilish,r&b,195,0,North America,Female,spotify
In Your Eyes (feat. Alida),Robin Schulz,pop,698,0,Europe,Male,spotify
"Work Hard, Play Hard",Wiz Khalifa,rap,617,0,North America,Male,spotify
LoveStoned / I Think She Knows Interlude,Justin Timberlake,rap,567,0,North America,Male,spotify
"Biggie/Tupac Live Freestyle (Funkmaster Flex & Big Kap Feat. DJ Mister Cee, Notorious B.I.G & Tupac)",Funkmaster Flex,rap,363,0,North America,Male,spotify
Ride Like the Wind,Christopher Cross,rock,225,0,North America,Male,spotify
Kiss,Prince,pop,279,0,North America,Male,spotify
Catch & Release (Alex Adair Remix),Matt Simons,edm,317,0,North America,Male,spotify
Born In The Trap,The Game,rap,623,0,North America,Male,spotify
Now Or Never - R3hab Remix,Halsey,edm,443,0,North America,Female,spotify
Kiss It Better - KAYTRANADA Edition,Rihanna,r&b,500,0,North America,Female,spotify
Higher,Rihanna,r&b,118,0,North America,Female,spotify
Scars To Your Beautiful - NOTD Remix,Alessia Cara,edm,440,0,North America,Female,spotify
No Role Modelz,J. Cole,pop,1624,0,North America,Male,spotify
Thank You Lord,Tamar Braxton,r&b,180,0,North America,Female,spotify
Shot Me Down (feat. Skylar Grey) - Radio Edit,David Guetta,pop,138,0,Europe,Male,spotify
Isla para dos,Nano Cabrera,latin,256,1,North America,Male,spotify
Invisible - from the Netflix Film Klaus,Zara Larsson,r&b,478,0,Europe,Female,spotify
International Love,Pitbull,latin,607,0,North America,Male,spotify
Rewrite The Stars,Zac Efron,pop,370,0,North America,Male,spotify
Me Voy Pa'l Party,Nicky Jam,latin,544,1,North America,Male,spotify
Breathe,Michelle Branch,pop,247,0,North America,Female,spotify
Take Me Home Tonight,Eddie Money,rock,323,0,North America,Male,spotify
"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",A$AP Ferg,r&b,1042,0,North America,Male,spotify
Nur noch Gucci,Capital Bra,rap,570,1,Europe,Male,spotify
Indo Smoke,Mista Grimm,rap,761,0,North America,Male,spotify
Rie y Llora,Celia Cruz,r&b,512,1,Latin America,Female,spotify
Warm Water - Snakehips Remix,BANKS,pop,376,0,North America,Female,spotify
I'm Me,Lil Wayne,rap,721,0,North America,Male,spotify
She's Mine Pt. 1,J. Cole,r&b,336,0,North America,Male,spotify
Lo Nuestro,Gloria Estefan,latin,347,1,North America,Female,spotify
Quiet,Natalie Weiss,r&b,239,0,North America,Female,spotify
Nevermind,Dennis Lloyd,latin,403,0,Asia,Male,spotify
The Winds of Change,St. Lucia,pop,306,0,Europe,Male,spotify
Alright,Janet Jackson,r&b,561,0,North America,Female,spotify
Jealous,Beyoncé,rap,332,0,North America,Female,spotify
Riding Shotgun (feat. Bonnie McKee) - Ryan Riback Remix,Kygo,edm,325,0,Europe,Male,spotify
Babushka Boi,A$AP Rocky,rap,1050,0,North America,Male,spotify
Tus Ojos,Gloria Estefan,latin,162,1,North America,Female,spotify
"Lawyers, Guns and Money - 2007 Remaster",Warren Zevon,rock,114,0,North America,Male,spotify
Young Like This - HEDEGAARD Remix,Hugo Helmig,edm,284,0,Europe,Male,spotify
Mami,Paloma Mami,rap,945,1,North America,Female,spotify
Looking For A New Love,Jody Watley,r&b,287,0,North America,Female,spotify
It's Still Rock and Roll to Me,Billy Joel,rock,310,0,North America,Male,spotify
REDLIGHT - Holy Goof Remix,NGHTMRE,edm,322,0,North America,Male,spotify
Tu Eres Ajena,Frank Reyes,latin,252,1,Latin America,Male,spotify
El Beso,Mon Laferte,latin,277,1,North America,Female,spotify
Besame,Bhavi,rap,365,1,Latin America,Male,spotify
Dear Life - Bassjackers Remix,Dannic,edm,158,0,Europe,Male,spotify
Stay With Me,ayokay,pop,324,0,North America,Male,spotify
Same Beef,Bohemia,rap,786,1,Asia,Male,spotify
Independent (feat. Lil' Boosie and Lil' Phat),Webbie,rap,1596,0,North America,Male,spotify
Never Gonna Let You Go,Tamia,r&b,261,0,North America,Female,spotify
Who You Are,Jessie J,edm,298,0,Europe,Female,spotify
shut up,Greyson Chance,r&b,289,0,North America,Male,spotify
Another Day,Jamie Lidell,rock,124,0,Europe,Male,spotify
Uptown Funk - Radio Edit,Mark Ronson,latin,743,0,Europe,Male,spotify
Pop It,Tyga,rap,332,0,North America,Male,spotify
"La Plata (Los Ángeles Azules Remix) (Feat. Los Ángeles Azules, Lalo Ebratt)",Juanes,latin,527,1,Latin America,Male,spotify
Her Favorite Song,Mayer Hawthorne,r&b,500,0,North America,Male,spotify
"Fuego (with Sean Paul & Anitta, feat. Tainy)",DJ Snake,latin,366,0,Europe,Male,spotify
We Belong,Pat Benatar,pop,660,0,North America,Female,spotify
Let Me Hold You,Bow Wow,r&b,743,0,North America,Male,spotify
24H,Kidd Keo,rap,519,1,Europe,Male,spotify
Tell It Like It Is,Aaron Neville,r&b,150,0,North America,Male,spotify
Bang Bang,YNW Melly,rap,1698,0,North America,Male,spotify
Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,Stevie Nicks,rock,240,0,North America,Female,spotify
"Shut Up (feat. Duece Poppito of 24 Karatz, Trina, & Co of Tre +)",Trick Daddy,rap,731,0,North America,Male,spotify
Tacos Altos,Farruko,rap,767,1,North America,Male,spotify
I Got Eyes,John De Sohn,pop,267,0,Europe,Male,spotify
Till The End,Logic,rap,791,0,North America,Male,spotify
My Favorite Part,Mac Miller,r&b,320,0,North America,Male,spotify
Sola,Manuel Turizo,latin,420,1,Latin America,Male,spotify
Sometimes I Wonder,Darius Rucker,r&b,183,0,North America,Male,spotify
Turn Down for What,DJ Snake,latin,420,0,Europe,Male,spotify
Sweaters,Blanks,pop,323,0,Europe,Male,spotify
Draco,Future,rap,951,0,North America,Male,spotify
Tell Em,Rich Homie Quan,rap,609,0,North America,Male,spotify
Hurts So Good,John Mellencamp,rock,262,0,North America,Male,spotify
Blow Away - 2004 Mix,George Harrison,rock,359,0,Europe,Male,spotify
GMT Master,AchtVier,rap,366,1,Europe,Male,spotify
Say Something - Zac Samuel Remix,Karen Harding,pop,154,0,Europe,Female,spotify
AMG,Fler,rap,475,1,Europe,Male,spotify
Tonight's Da Night,Redman,rap,629,0,North America,Male,spotify
No Soy Yo,Emilia,latin,587,1,Europe,Female,spotify
Do What U Gotta Do,Angie Stone,r&b,408,0,North America,Female,spotify
Cold as Stone - Kaskade's Sunsoaked Mix,Kaskade,edm,349,0,North America,Male,spotify
Whatcha Say,Jason Derulo,pop,611,0,North America,Male,spotify
Shotta Flow (Feat. Blueface) [Remix],NLE Choppa,rap,1068,0,North America,Male,spotify
Never Be Alone,TheFatRat,pop,170,0,Europe,Male,spotify
Close To You,Maxi Priest,r&b,546,0,Europe,Male,spotify
Dior (feat. Gunna),Moneybagg Yo,r&b,705,0,North America,Male,spotify
Maria,Rockie Fresh,edm,460,0,North America,Male,spotify
Disconnected,Thilo,r&b,254,0,Europe,Male,spotify
Yo Soy Su Vida,Gloria Trevi,latin,348,1,North America,Female,spotify
Satisfaction - RL Grime Remix,Benny Benassi,rap,191,0,Europe,Male,spotify
Fuckin With Me,Juvenile,rap,654,0,North America,Male,spotify
Ordinary,Wayne Brady,r&b,291,0,North America,Male,spotify
Dark Skin Women - Pomo Remix,GoldLink,r&b,319,0,North America,Male,spotify
My Boo,Usher,r&b,1118,0,North America,Male,spotify
The Half,DJ Snake,edm,565,0,Europe,Male,spotify
"Keep It Loose, Keep It Tight",Amos Lee,r&b,236,0,North America,Male,spotify
bad vibes forever,XXXTENTACION,rap,360,0,North America,Male,spotify
Hot Child In The City - (Pre-Order Exclusive),Nick Gilder,rock,194,0,North America,Male,spotify
Cravin (feat. G-Eazy),DaniLeigh,rap,519,0,North America,Female,spotify
No Llores,Gloria Estefan,latin,284,1,North America,Female,spotify
Por Tu Olor,El Kanka,latin,193,1,Europe,Male,spotify
One Less Lonely Girl,Justin Bieber,latin,634,0,North America,Male,spotify
Let the Dream Come True,DJ Bobo,pop,596,0,Europe,Male,spotify
Stay For It,RL Grime,edm,209,0,North America,Male,spotify
Alessandra Ambrosio,Miami Yacine,rap,343,1,Europe,Male,spotify
BITCH (takes one to know one),Lennon Stella,pop,437,0,North America,Female,spotify
Get Low - Original Mix,Dillon Francis,edm,253,0,North America,Male,spotify
You're So Cold,Mariah Carey,r&b,393,0,North America,Female,spotify
Sure Boy,Rahsaan Patterson,r&b,177,0,North America,Male,spotify
You Are The Reason,Calum Scott,r&b,213,0,Europe,Male,spotify
Summer on You,Sam Feldt,pop,232,0,Europe,Male,spotify
No Te Pido Flores,Fanny Lu,latin,407,1,Latin America,Female,spotify
Como Antes,Bad Bunny,rap,628,1,North America,Male,spotify
Screwed Up,Ludacris,rap,698,0,North America,Male,spotify
It Could Be - Genix Remix,Armin van Buuren,edm,403,0,Europe,Male,spotify
Mc Drive (feat. Shiva),MamboLosco,rap,547,1,Europe,Male,spotify
Like This And Like That,Monica,r&b,656,0,North America,Female,spotify
Talk to Me,Jill Scott,r&b,320,0,North America,Female,spotify
At Your Best (You Are Love) - Stepper's Ball Remix,Aaliyah,r&b,240,0,North America,Female,spotify
Revolution,Catey Shaw,pop,472,0,North America,Female,spotify
Don't Take Your Spirit Away,Deitrick Haddon,r&b,304,0,North America,Male,spotify
Garden Shed (feat. Estelle),"Tyler, The Creator",r&b,274,0,North America,Male,spotify
On The Wings Of Love,Jeffrey Osborne,r&b,264,0,North America,Male,spotify
Rave (feat. Kris Kiss),Steve Aoki,edm,412,0,North America,Male,spotify
"It's A Man's, Man's, Man's World",James Brown,r&b,189,0,North America,Male,spotify
Westside (feat. Chris Brown),Jay Rock,rap,580,0,North America,Male,spotify
Babylon (feat. Kendrick Lamar),SZA,r&b,496,0,North America,Female,spotify
Ruleta Rusa,Tony Dize,latin,280,1,North America,Male,spotify
Alles Wat Ik Wil,Winne,rap,636,1,Europe,Male,spotify
What You Did (feat. Ella Mai),Mahalia,r&b,998,0,Europe,Female,spotify
It's You - Broiler Remix,Syn Cole,pop,148,0,Europe,Male,spotify
I Wanna Be the One,Stevie B,latin,432,0,North America,Male,spotify
