song_title,artist,continent,gender,source,original_index,musical_genre,needs_translation,lyrics_length
Caramelitos De Colores,Javier Calamaro,south america,male,wasabi,9049,,1,142
Las Palmeras,Alberto Cortez,south america,male,wasabi,9050,,1,150
Hasta Que Llegues,Daniela Herrero,south america,female,wasabi,9051,,1,201
Regreso A La Tonada,Mercedes Sosa,south america,female,wasabi,9052,,1,162
Cantaloupe Island,Milton Nascimento,south america,male,wasabi,9053,,0,4
Carnaval Triste,Jorge Ben,south america,male,wasabi,9054,,1,143
Buen Viaje,Alejandro Lerner,south america,male,wasabi,9055,,1,187
Poema,Ney Matogrosso,south america,male,wasabi,9056,,1,293
No Ano Que Vem,Tania Maria,south america,female,wasabi,9057,,0,219
Nunca Te Esqueci,Roberto Carlos,south america,male,wasabi,9058,,1,207
Back At One,Ivete Sangalo,south america,female,wasabi,9059,,1,285
Ay!,Camila Moreno,south america,female,wasabi,9060,,1,144
Melhor Pra Mim,Leoni,south america,male,wasabi,9061,,1,202
Ooh Child,Milton Nascimento,south america,male,wasabi,9062,,0,94
Begin The Beguine,Gal Costa,south america,female,wasabi,9063,,0,221
Coisa Bonita,Roberto Carlos,south america,male,wasabi,9064,,1,243
Sales,Bahiano,south america,male,wasabi,9065,,1,376
El Dulce Minuet,Nacha Guevara,south america,female,wasabi,9066,,1,182
Compadre,Tim Maia,south america,male,wasabi,9067,,1,109
Preciso Ser Amado,Tim Maia,south america,male,wasabi,9068,,1,93
Nas Ruas,Djavan,south america,male,wasabi,9069,,1,234
Tarde De Lluvia,Skay Beilinson,south america,male,wasabi,9070,,1,51
"Amigos, Amigos",Roberto Carlos,south america,male,wasabi,9071,,1,166
Venas Abiertas,Mercedes Sosa,south america,female,wasabi,9072,,1,241
Canto Para Minha Morte,Raul Seixas,south america,male,wasabi,9073,,1,450
"Chuva, Suor E Cerveja",Gal Costa,south america,female,wasabi,9074,,1,85
Colagem,Elis Regina,south america,female,wasabi,9075,,1,134
Isabella,Antonio Carlos Jobim,south america,male,wasabi,9076,,0,142
Color Esperanza,Diego Torres,south america,male,wasabi,9077,,1,152
Escute Bem,Cibelle,south america,female,wasabi,9078,,1,241
Fragilidad,Pedro Aznar,south america,male,wasabi,9079,,1,185
Esperta,Ana Carolina,south america,female,wasabi,9080,,1,177
Norwegian Wood,Emmerson Nogueira,south america,male,wasabi,9081,,0,140
Hawaii E You,Simone,south america,female,wasabi,9082,,1,105
O Bem Do Amor,Elis Regina,south america,female,wasabi,9083,,1,78
Ramas Desnudas,Indio Solari,south america,male,wasabi,9084,,1,112
Xeque Mate,Latino,south america,male,wasabi,9085,,1,148
O Trem Atrasou,Joyce,south america,female,wasabi,9086,,1,61
Compor,Joyce,south america,female,wasabi,9087,,1,57
No Me Puedo Aguantar,Ricardo Montaner,south america,male,wasabi,9088,,1,240
Balance,Carmen Miranda,south america,female,wasabi,9089,,1,77
Comece A Adorar,Cristina Mel,south america,female,wasabi,9090,,1,152
Sexo,Franco De Vita,south america,male,wasabi,9091,,1,241
Manantial,Marcela Morelo,south america,female,wasabi,9092,,1,211
Quien Dice Que No Duele,Carlos Baute,south america,male,wasabi,9093,,1,308
La Banda,Chico Buarque,south america,male,wasabi,9094,,1,241
Cavaleiro Andante,Gabriel O Pensador,south america,male,wasabi,9095,,1,597
Dicen Que Dicen,Julio Sosa,south america,male,wasabi,9096,,1,223
Bajo El Sauce Solo,Mercedes Sosa,south america,female,wasabi,9097,,1,166
Informe Policial,Rodrigo,south america,male,wasabi,9098,,1,392
Manifiesto,Pedro Aznar,south america,male,wasabi,9099,,1,135
Padrino Pelao,Julio Sosa,south america,male,wasabi,9100,,1,172
Flor De Arena,Gian Marco,south america,male,wasabi,9101,,1,142
Vamos Exaltar Ao Rei Jesus,Cristina Mel,south america,female,wasabi,9102,,1,125
Cara Normal,Lulu Santos,south america,male,wasabi,9103,,1,86
Funk Da Antiga,MC Marcinho,south america,male,wasabi,9104,,1,139
Aquele Gol,Wilson Simoninha,south america,male,wasabi,9105,,1,140
Cada Vez Que Me Recuerdes,Roberto Goyeneche,south america,male,wasabi,9106,,1,156
Leila (Venha Ser Feliz),Milton Nascimento,south america,male,wasabi,9107,,1,16
La Nave,Emmanuel Horvilleur,south america,male,wasabi,9108,,1,96
Zoo,Emmanuel Horvilleur,south america,male,wasabi,9109,,1,170
En Mi Cabeza,Kevin Johansen,south america,male,wasabi,9110,,1,253
Un Alma Buena,Julio Sosa,south america,male,wasabi,9111,,1,175
Pra Que Amor?,Marcelo D2,south america,male,wasabi,9112,,1,307
Poema 15,Mercedes Sosa,south america,female,wasabi,9113,,1,158
Ocean Dreams,Astrud Gilberto,south america,female,wasabi,9114,,0,124
Samba Em Preludio,Odette Lara,south america,female,wasabi,9115,,1,108
Lina De Luto,Pedro Aznar,south america,male,wasabi,9116,,1,221
Maneco Telecoteco,Zeca Pagodinho,south america,male,wasabi,9117,,1,137
Tiempo Sin Respuesta,Pedro Aznar,south america,male,wasabi,9118,,1,144
Tapanacara,Raul Seixas,south america,male,wasabi,9119,,1,183
Vapor Barato,Daniela Mercury,south america,female,wasabi,9120,,1,123
Piel Morena,Horacio Guarany,south america,male,wasabi,9121,,1,114
Assim Caminha A Humanidade,Lulu Santos,south america,male,wasabi,9122,,1,72
Inverno,Adriana Calcanhotto,south america,female,wasabi,9123,,1,117
No Reino Encantado Do Amor,Jorge Ben,south america,male,wasabi,9124,,1,160
Tomasito Podes Oirme? Tomasito Podes Verme?,Indio Solari,south america,male,wasabi,9125,,1,140
Santa Marta - Kingston - New Orleans,Carlos Vives,south america,male,wasabi,9126,,1,213
Quantas Vidas Voce Tem,Paulinho Moska,south america,male,wasabi,9127,,1,68
Tudo Vale A Pena,Ludmilla,south america,female,wasabi,9128,,1,358
Zamba Del Cielo,Mercedes Sosa,south america,female,wasabi,9129,,1,134
Igual Que Ayer,Coti,south america,male,wasabi,9130,,1,152
Stuck On Repeat,Wanessa,south america,female,wasabi,9131,,0,430
Alo! Alo! Marciano,Rita Lee,south america,female,wasabi,9132,,1,148
Ou Ela Ou Eu,Alcione,south america,female,wasabi,9133,,1,199
Lady Laura,Roberto Carlos,south america,male,wasabi,9134,,1,313
La Tucumanita,Daniel Viglietti,south america,male,wasabi,9135,,1,109
A Mi Hermano Miguel,Mercedes Sosa,south america,female,wasabi,9136,,1,130
Jazmin,Luis Alberto Spinetta,south america,male,wasabi,9137,,1,176
Mentira,Marcos Valle,south america,male,wasabi,9138,,1,119
Um Som Para Laio,Raul Seixas,south america,male,wasabi,9139,,1,191
Bye Bye,Skay Beilinson,south america,male,wasabi,9140,,1,88
Clandestino,Adriana Calcanhotto,south america,female,wasabi,9141,,1,116
La Tempesta,Roberto Carlos,south america,male,wasabi,9142,,1,249
Obi,Djavan,south america,male,wasabi,9143,,1,100
Nueva Ola,Emmanuel Horvilleur,south america,male,wasabi,9144,,1,194
Fugu,Pedro Aznar,south america,male,wasabi,9145,,1,93
Refugio,Daniel Melero,south america,male,wasabi,9146,,1,66
Maria Rosa,Elis Regina,south america,female,wasabi,9147,,1,139
Canibal,Ivete Sangalo,south america,female,wasabi,9148,,1,391
Paulo E Silas,Cristina Mel,south america,female,wasabi,9149,,1,127
Vem Ficar Comigo,Leo Jaime,south america,male,wasabi,9150,,1,93
Maquillaje,Adriana Varela,south america,female,wasabi,9151,,1,108
Come To Me Tonight,Roberto Carlos,south america,male,wasabi,9152,,0,252
Garota Moderna,Wilson Simonal,south america,male,wasabi,9153,,1,97
Campo Argentino,Kevin Johansen,south america,male,wasabi,9154,,0,36
Si El Llanto Fuera Lluvia,Nacha Guevara,south america,female,wasabi,9155,,1,124
A Seta E O Alvo,Paulinho Moska,south america,male,wasabi,9156,,1,253
Luz Del Fuego,Rita Lee,south america,female,wasabi,9157,,1,140
Hora Do Recreio,Xuxa,south america,female,wasabi,9158,,1,212
"Ai, Que Coisa Boa",Xuxa,south america,female,wasabi,9159,,1,115
Socorro,Arnaldo Antunes,south america,male,wasabi,9160,,1,200
Madreselva,Carlos Gardel,south america,male,wasabi,9161,,1,213
Estrella Fugaz,Daniel Melero,south america,male,wasabi,9162,,1,46
"Sandra Rosa Madalena, A ""Cigana""",Sidney Magal,south america,male,wasabi,9163,,1,202
A Chamada,Milton Nascimento,south america,male,wasabi,9164,,1,42
Vai Chover,Daniela Mercury,south america,female,wasabi,9165,,1,300
Na Ginga Do Amor,Alcione,south america,female,wasabi,9166,,1,90
Samba Do Fim Do Mundo,Emicida,south america,male,wasabi,9167,,1,310
Amor Amigo,Milton Nascimento,south america,male,wasabi,9168,,1,148
La De Los Humildes,Mercedes Sosa,south america,female,wasabi,9169,,1,196
Them Belly Full (But We Hungry),Gilberto Gil,south america,male,wasabi,9170,,0,222
Antes Que Ver El Sol,Coti,south america,male,wasabi,9171,,1,267
Angela,Antonio Carlos Jobim,south america,male,wasabi,9172,,1,65
Quisiera,Abel Pintos,south america,male,wasabi,9173,,1,300
Vagalume,Latino,south america,male,wasabi,9174,,1,299
Eu Quero Festa,Xuxa,south america,female,wasabi,9175,,1,123
Contrasenso,Paulinho Moska,south america,male,wasabi,9176,,1,199
"Mais Uma Vez, Mais Uma Voz",Joyce,south america,female,wasabi,9177,,1,139
La Mujer Que Yo Quiero,Axel Fernando,south america,male,wasabi,9178,,1,218
Audi TT,Gabriel Valim,south america,male,wasabi,9179,,1,81
En Mi Cama,Emmanuel Horvilleur,south america,male,wasabi,9180,,1,122
"Dolores, Dolares",Ana Tijoux,south america,female,wasabi,9181,,1,238
Para Tu Amor,Juanes,south america,male,wasabi,9182,,1,275
Adieu! Bye Bye! Aufwiedersehen!,Indio Solari,south america,male,wasabi,9183,,1,220
Boiada,Almir Sater,south america,male,wasabi,9184,,1,237
Meu Doce Amor,Gal Costa,south america,female,wasabi,9185,,1,147
Francisco,Milton Nascimento,south america,male,wasabi,9186,,1,36
Aquilo,Lulu Santos,south america,male,wasabi,9187,,1,163
Pivete,Chico Buarque,south america,male,wasabi,9188,,1,171
Outubro,Milton Nascimento,south america,male,wasabi,9189,,1,164
Minha Gente,Erasmo Carlos,south america,male,wasabi,9190,,1,118
La Resentida,Carlos Vives,south america,male,wasabi,9191,,1,189
Con Amor,Ricardo Montaner,south america,male,wasabi,9192,,1,231
Nina,Daniela Mercury,south america,female,wasabi,9193,,1,114
Doble Vida,Juan Carlos Baglietto,south america,male,wasabi,9194,,1,199
Retrato Em Branco E Preto,Elis Regina,south america,female,wasabi,9195,,1,149
Callo,Franco De Vita,south america,male,wasabi,9196,,1,326
Hombres Sordos,Fabiana Cantilo,south america,female,wasabi,9197,,1,97
Pampero,Roberto Goyeneche,south america,male,wasabi,9198,,1,114
Esperando El Sol,Franco De Vita,south america,male,wasabi,9199,,1,298
Uns Versos,Adriana Calcanhotto,south america,female,wasabi,9200,,1,110
O Que,Arnaldo Antunes,south america,male,wasabi,9201,,1,51
Espere Por Mim Morena,Gonzaguinha,south america,male,wasabi,9202,,1,93
Cuando Nace La Ciudad,Sergio Denis,south america,male,wasabi,9203,,1,144
Itamarandiba,Milton Nascimento,south america,male,wasabi,9204,,1,87
El Amor Mas Grande Del Planeta,Felipe Pelaez,south america,male,wasabi,9205,,1,393
Say It,Flume,oceania,male,spotify,51,rap,0,411
Howling,RY X,oceania,male,spotify,89,pop,0,137
Let It Happen,Tame Impala,oceania,male,spotify,98,pop,0,264
Golden Years - M-Phazes Remix,Ruel,oceania,male,spotify,104,pop,0,233
Boy I've Been Told,Safire,oceania,male,spotify,170,latin,0,247
Let You Know - Nathan C Remix,Flume,oceania,male,spotify,215,edm,0,283
Let Her Go,The Kid LAROI,oceania,male,spotify,238,rap,0,390
Like This,Throttle,oceania,male,spotify,274,edm,0,300
Above Water,Manu Crooks,oceania,male,spotify,423,rap,0,368
Do You Remember,Jarryd James,oceania,male,spotify,450,pop,0,271
Astronaut In The Ocean,Masked Wolf,oceania,male,spotify,468,rap,0,424
Don't Break My Heart,Safire,oceania,male,spotify,471,latin,0,216
Never Seen The Rain,Tones and I,oceania,female,spotify,488,pop,0,244
Feels Like We Only Go Backwards,Tame Impala,oceania,male,spotify,581,pop,0,711
Bloom,Troye Sivan,oceania,male,spotify,674,pop,0,412
Off Limits,BAYNK,oceania,male,spotify,744,pop,0,369
Middle Name,Thomston,oceania,male,spotify,775,pop,0,371
Waves - Guitar Acoustic,Dean Lewis,oceania,male,spotify,815,r&b,0,309
Ribs,Lorde,oceania,female,spotify,842,pop,0,355
Jessie's Girl,Rick Springfield,oceania,male,spotify,843,rock,0,313
Body Sun - Claptone Remix (Edit),RY X,oceania,male,spotify,900,edm,0,162
Visions,So Below,oceania,female,spotify,942,pop,0,251
Yes I'm Changing,Tame Impala,oceania,male,spotify,972,rock,0,243
Original (from Dolittle),Sia,oceania,female,spotify,1000,r&b,0,301
Underwater,Cody Simpson,oceania,male,spotify,1005,pop,0,389
Never Be Like You,Flume,oceania,male,spotify,1080,rap,0,371
All I Need,Dirty South,oceania,male,spotify,1084,edm,0,142
Therapy,Timmy Trumpet,oceania,male,spotify,1151,edm,0,576
Painkiller,Ruel,oceania,male,spotify,1209,latin,0,786
YOUTH,Troye Sivan,oceania,male,spotify,1291,edm,0,271
What A Heavenly Way To Die,Troye Sivan,oceania,male,spotify,1312,rock,0,294
Enough,Flume,oceania,male,spotify,1348,rap,0,267
Money Maker - Mike Williams Remix,Throttle,oceania,male,spotify,1408,edm,0,281
Untouchable (feat. Aimee Dalton),Will Sparks,oceania,male,spotify,1478,edm,0,181
Torn,Natalie Imbruglia,oceania,female,spotify,1495,rock,0,307
Dance To This (feat. Ariana Grande),Troye Sivan,oceania,male,spotify,1628,pop,0,481
Say It (feat. Tove Lo) [Illenium Remix],Flume,oceania,male,spotify,1721,latin,0,822
Somebody That I Used To Know,Gotye,oceania,male,spotify,1723,pop,0,1137
Dance Monkey,Tones and I,oceania,female,spotify,1751,pop,0,1326
Never Give Up,Sia,oceania,female,spotify,1795,pop,0,384
WILD - Young Bombs Remix,Troye Sivan,oceania,male,spotify,1869,edm,0,303
Cheap Thrills Remix,Sia,oceania,female,spotify,1880,edm,0,600
Say It - Illenium Remix,Flume,oceania,male,spotify,1885,latin,0,822
Take It To Reality,Alison Wonderland,oceania,female,spotify,1919,pop,0,311
The Barrel,Aldous Harding,oceania,female,spotify,1975,r&b,0,325
Breathe Me,Sia,oceania,female,spotify,1983,r&b,0,121
Peace,Alison Wonderland,oceania,female,spotify,2013,pop,0,228
Glitter,BENEE,oceania,female,spotify,2062,r&b,0,223
Royals,Lorde,oceania,female,spotify,2271,pop,0,1158
Oracle,Timmy Trumpet,oceania,male,spotify,2408,edm,1,115
Hectic (feat. J Emz),Manu Crooks,oceania,male,spotify,2452,rap,0,604
Call on Me - Ryan Riback Remix,Starley,oceania,female,spotify,2500,pop,0,668
Loyal,SAYGRACE,oceania,female,spotify,2642,r&b,0,233
Younger,Ruel,oceania,male,spotify,2675,r&b,0,304
Legendary (DJ Kantik Remix),Faydee,oceania,male,spotify,2693,latin,0,366
Chandelier,Sia,oceania,female,spotify,2706,latin,0,365
My My My!,Troye Sivan,oceania,male,spotify,2764,r&b,0,257
Crossfire / So Into You,Nai Palm,oceania,female,spotify,2822,r&b,0,238
The Love Club,Lorde,oceania,female,spotify,2913,pop,0,299
Rushing Back,Flume,oceania,male,spotify,2944,r&b,0,652
Chemicals,Dean Lewis,oceania,male,spotify,3038,r&b,0,274
Say My Name,William Singe,oceania,male,spotify,3137,r&b,0,465
Be Alright,Dean Lewis,oceania,male,spotify,3254,r&b,0,376
Hero (feat. David Shane),QUIX,oceania,male,spotify,3389,rap,0,136
Riptide,Vance Joy,oceania,male,spotify,3397,pop,0,380
Avant Gardener,Courtney Barnett,oceania,female,spotify,3460,pop,0,670
Limelight (NGHTMRE Remix),Just A Gent,oceania,male,spotify,3479,rap,0,226
Crazy Things at Night,Sonny Fodera,oceania,male,spotify,3492,edm,0,350
Borderline,Tame Impala,oceania,male,spotify,3527,r&b,0,439
Same Things (feat. Gabrielle Current) - Artüria Remix,Cassian,oceania,male,spotify,3533,edm,0,270
Priorities,SAYGRACE,oceania,female,spotify,3733,r&b,0,362
The Greatest,Sia,oceania,female,spotify,3796,pop,0,1569
Famous,Ivy Adara,oceania,female,spotify,3879,r&b,0,476
Never Be Like You (feat. Kai),Flume,oceania,male,spotify,4002,pop,0,742
Run,ShockOne,oceania,male,spotify,4043,edm,0,231
World At Our Feet,Timmy Trumpet,oceania,male,spotify,4077,edm,0,262
The Less I Know The Better,Tame Impala,oceania,male,spotify,4226,pop,0,233
World At Our Feet - Deorro Remix,Timmy Trumpet,oceania,male,spotify,4247,edm,0,262
Jimmy,Tones and I,oceania,female,spotify,4364,pop,0,421
Rushing Back - Petit Biscuit Remix,Flume,oceania,male,spotify,4410,rap,0,326
Celebration,Kylie Minogue,oceania,female,spotify,4417,pop,0,239
Supalonely,BENEE,oceania,female,spotify,4435,pop,0,467
Choir - Remix,Guy Sebastian,oceania,male,spotify,4559,pop,0,426
Need a Little Time,Courtney Barnett,oceania,female,spotify,4595,rock,0,189
Say It (feat. Tove Lo),Flume,oceania,male,spotify,4607,pop,0,411
Freaks,Timmy Trumpet,oceania,male,spotify,4639,edm,0,552
San Frandisco - Eli Brown Remix,Dom Dolla,oceania,male,spotify,4640,edm,0,192
Signs - Eden Prince Remix,Starley,oceania,female,spotify,4759,pop,0,312
City Of Dreams - Radio Edit,Dirty South,oceania,male,spotify,4882,pop,0,184
Somebody That I Used To Know - 4FRNT Remix,Gotye,oceania,male,spotify,4959,edm,0,379
WILD,Troye Sivan,oceania,male,spotify,4984,pop,0,303
Pretty Brown Eyes,Cody Simpson,oceania,male,spotify,5009,pop,0,446
I Just Want To Be Your Everything,Andy Gibb,oceania,male,spotify,5102,rock,0,339
Colourblind,Tones and I,oceania,female,spotify,5132,pop,0,278
for him.,Troye Sivan,oceania,male,spotify,5152,pop,0,335
Oxygen,Maia Mitchell,oceania,female,spotify,5169,pop,0,261
Lucky Strike,Troye Sivan,oceania,male,spotify,5326,pop,0,436
Riptide - Live from Spotify London,Vance Joy,oceania,male,spotify,5521,latin,0,380
Lose My Mind,Dean Lewis,oceania,male,spotify,5593,r&b,0,282
Like a Drum - The Chainsmokers Remix,Guy Sebastian,oceania,male,spotify,5951,edm,0,222
Riptide - FlicFlac Edit,Vance Joy,oceania,male,spotify,5979,latin,0,380
Elephant,Tame Impala,oceania,male,spotify,6058,rock,0,149
Green Light,Lorde,oceania,female,spotify,6077,pop,0,411
Supercut,Lorde,oceania,female,spotify,6081,pop,0,382
Old Man,Stella Donnelly,oceania,female,spotify,6136,r&b,0,237
Elastic Heart,Sia,oceania,female,spotify,6167,pop,0,710
Move Your Body - Alan Walker Remix,Sia,oceania,female,spotify,6202,edm,0,1006
Shatter,BAYNK,oceania,male,spotify,6228,edm,0,208
Mama Ain't Proud,Guy Sebastian,oceania,male,spotify,6238,latin,0,457
Like I Remember You,Vera Blue,oceania,female,spotify,6270,pop,0,270
modern anxiety - Banx & Ranx Remix,Josef Salvat,oceania,male,spotify,6427,edm,0,282
Limelight (feat. R O Z E S),Just A Gent,oceania,male,spotify,6480,pop,0,226
Boys Ain't Shit,SAYGRACE,oceania,female,spotify,6498,r&b,0,666
Waves,Dean Lewis,oceania,male,spotify,6501,r&b,0,618
I Want U,Alison Wonderland,oceania,female,spotify,6503,rap,0,438
Blue Ain't Your Color,Keith Urban,oceania,male,spotify,6530,latin,0,309
Giving Up (feat. Jaden Michaels) - Krischvn Remix,QUIX,oceania,male,spotify,6562,edm,0,150
Until the End (feat. Joe Gil),Dirty South,oceania,male,spotify,6608,edm,0,199
Tennis Court,Lorde,oceania,female,spotify,6680,latin,0,374
Like Me,Maia Mitchell,oceania,female,spotify,6698,pop,0,402
The Kids Are Coming,Tones and I,oceania,female,spotify,6710,pop,0,305
Hey Mama,Geko,oceania,male,spotify,6736,latin,0,626
Johnny Run Away,Tones and I,oceania,female,spotify,6811,pop,0,493
Giving Up (feat. Jaden Michaels),QUIX,oceania,male,spotify,6909,pop,0,150
Seventeen,Troye Sivan,oceania,male,spotify,7008,pop,0,349
What You Need,BAYNK,oceania,male,spotify,7012,r&b,0,221
Trika Trika,Faydee,oceania,male,spotify,7097,latin,1,523
Cargo Cult,Mick Harvey,oceania,male,spotify,7214,rock,0,252
Forgive Me,Rebecca St. James,oceania,female,wasabi,8471,,0,117
Nonapology,Steve Kilbey,oceania,male,wasabi,8472,,0,101
Jack Kerouac,Brooke Fraser,oceania,female,wasabi,8473,,0,190
Carry Me Away,Rick Springfield,oceania,male,wasabi,8474,,0,395
White T-Shirt,Micky Green,oceania,female,wasabi,8475,,0,80
If You Love Me (Let Me Know),Olivia Newton-John,oceania,female,wasabi,8476,,0,239
Scary Fragile,Butterfly Boucher,oceania,female,wasabi,8477,,0,134
I Love The Islands,Savage,oceania,male,wasabi,8478,,0,514
In Your Sway,Tim Finn,oceania,male,wasabi,8479,,0,193
Boy In The Moon,Margaret Urlich,oceania,female,wasabi,8480,,0,321
The Joy Of Following Jesus,Colin Buchanan,oceania,male,wasabi,8481,,0,217
Fool For You,Monique Brumby,oceania,female,wasabi,8482,,0,262
Bring Me Down,Lenka,oceania,female,wasabi,8483,,0,331
Youre The Voice,John Farnham,oceania,male,wasabi,8484,,0,349
My Own Movie,Natalie Imbruglia,oceania,female,wasabi,8485,,0,238
Trumby,Slim Dusty,oceania,male,wasabi,8486,,0,371
Nothing To Lose,Kylie Minogue,oceania,female,wasabi,8487,,0,311
Diving In The Deep End,Natalie Imbruglia,oceania,female,wasabi,8488,,0,156
Falling,Olivia Newton-John,oceania,female,wasabi,8489,,0,134
We Carry,Holly Throsby,oceania,female,wasabi,8490,,0,112
Reborn,Rebecca St. James,oceania,female,wasabi,8491,,0,233
Celia,Annah Mac,oceania,female,wasabi,8492,,0,254
In Your Eyes,Kylie Minogue,oceania,female,wasabi,8493,,0,352
Now I Can Dance,Tina Arena,oceania,female,wasabi,8494,,0,262
Random,Che-Fu,oceania,male,wasabi,8495,,0,198
Everyday Drone,Andrew Stockdale,oceania,male,wasabi,8496,,0,222
Ship My Body Home,Ben Lee,oceania,male,wasabi,8497,,0,272
Genie In The Bottle,Adam Harvey,oceania,male,wasabi,8498,,0,288
Eli Wallach,Darren Hanlon,oceania,male,wasabi,8499,,0,162
A To Z,Darren Hanlon,oceania,male,wasabi,8500,,0,192
Superhuman,Natalie Bassingthwaighte,oceania,female,wasabi,8501,,0,284
Empty,Jessica Mauboy,oceania,female,wasabi,8502,,0,580
Fever,Delta Goodrem,oceania,female,wasabi,8503,,0,241
Drunk,Kylie Minogue,oceania,female,wasabi,8504,,0,325
Under The Milky Way,Rick Springfield,oceania,male,wasabi,8505,,0,146
The Heart Wants What It Wants,Darren Hayes,oceania,male,wasabi,8506,,0,251
Man On Fire,Andy Gibb,oceania,male,wasabi,8507,,0,437
Even The Stars Fall 4 U,Keith Urban,oceania,male,wasabi,8508,,0,293
Sonny,Hayley Westenra,oceania,female,wasabi,8509,,0,135
On The Run,Natalie Imbruglia,oceania,female,wasabi,8510,,0,200
Little Black Sandals,Sia,oceania,female,wasabi,8511,,0,356
Speak To Me,Rebecca St. James,oceania,female,wasabi,8512,,0,146
Tear My Heart Out,Massad,oceania,male,wasabi,8513,,0,252
Shift,Tuka,oceania,male,wasabi,8514,,0,648
Saturated,Kasey Chambers,oceania,female,wasabi,8515,,0,117
Under My Skin,Gin Wigmore,oceania,female,wasabi,8516,,0,358
You Will Find Your Way,Abby Dobson,oceania,female,wasabi,8517,,0,283
Everytime I Sing A Love Song,Jon English,oceania,male,wasabi,8518,,0,287
Walk Across The World,Jon English,oceania,male,wasabi,8519,,0,260
16 Beats,New Buffalo,oceania,female,wasabi,8520,,0,159
Reaper,Sia,oceania,female,wasabi,8521,,0,336
Here In My Arms,Helen Reddy,oceania,female,wasabi,8522,,0,99
Heaven,Hayley Westenra,oceania,female,wasabi,8523,,0,138
Change,Flume,oceania,male,wasabi,8524,,0,60
Symphony Of Life,Casey Donovan,oceania,female,wasabi,8525,,0,149
The Lost Peace,Peter Koppes,oceania,male,wasabi,8526,,0,188
Once Before I Go,Peter Allen,oceania,male,wasabi,8527,,0,311
Amazing Grace,Hayley Westenra,oceania,female,wasabi,8528,,0,104
Forola,Diana Anaid,oceania,female,wasabi,8529,,0,185
Choose You,Stan Walker,oceania,male,wasabi,8530,,0,343
Abide With Me,Hayley Westenra,oceania,female,wasabi,8531,,0,97
Making A Scene,Bic Runga,oceania,female,wasabi,8532,,0,115
Stagefright,James Reyne,oceania,male,wasabi,8533,,0,166
Song To Self,Amber Lawrence,oceania,female,wasabi,8534,,0,247
I Wish It Would Rain,Aaradhna,oceania,female,wasabi,8535,,0,285
That Day,Natalie Imbruglia,oceania,female,wasabi,8536,,0,491
Eyes On Fire,John Schumann,oceania,male,wasabi,8537,,0,300
Hardline,Jimmy Barnes,oceania,male,wasabi,8538,,0,235
Boom Town,Russell Morris,oceania,male,wasabi,8539,,0,137
Woodsmoke And Oranges,James Keelaghan,oceania,male,wasabi,8540,,0,296
100 Round The Bends,Missy Higgins,oceania,female,wasabi,8541,,0,293
Love Is Innocent,Colin Hay,oceania,male,wasabi,8542,,0,179
Love Thy Will Be Done,Delta Goodrem,oceania,female,wasabi,8543,,0,308
Wasted Time,Vance Joy,oceania,male,wasabi,8544,,0,305
Word Is Out,Kylie Minogue,oceania,female,wasabi,8545,,0,378
So Alone,TyDi,oceania,male,wasabi,8546,,0,302
If We Only Have Love,Olivia Newton-John,oceania,female,wasabi,8547,,0,186
Shiver,Natalie Imbruglia,oceania,female,wasabi,8548,,0,307
The Warmest Place,Catcall,oceania,female,wasabi,8549,,0,52
Creep,Dannii Minogue,oceania,female,wasabi,8550,,0,332
Kiss Me Once,Kylie Minogue,oceania,female,wasabi,8551,,0,240
Big Girls Cry,Sia,oceania,female,wasabi,8552,,0,317
The Elephant Song,Kamahl,oceania,male,wasabi,8553,,0,168
Bridge Building Man,Rick Price,oceania,male,wasabi,8554,,0,247
Comme JAi Toujours Envie DAimer,Marc Hamilton,oceania,male,wasabi,8555,,1,163
I Could Never Belong To You,Sarah Blasko,oceania,female,wasabi,8556,,0,201
Echo Beach,Gabriella Cilmi,oceania,female,wasabi,8557,,0,269
Go And Sin No More,Rebecca St. James,oceania,female,wasabi,8558,,0,298
Oxygen,Jason Donovan,oceania,male,wasabi,8559,,0,197
Take The Rain Away,Rebecca Lavelle,oceania,female,wasabi,8560,,0,233
Where The Murray Meets The Darling,Tania Kernaghan,oceania,female,wasabi,8561,,0,182
Predictable,Delta Goodrem,oceania,female,wasabi,8562,,0,279
Growing Pains,Tim Finn,oceania,male,wasabi,8563,,0,189
Eyes Wide Open,Gotye,oceania,male,wasabi,8564,,0,365
A Piece Of Time,Dannii Minogue,oceania,female,wasabi,8565,,0,416
I Adore You,Rebecca St. James,oceania,female,wasabi,8566,,0,154
With The Angels,Michelle Tumes,oceania,female,wasabi,8567,,0,255
Rapunzel,Drapht,oceania,male,wasabi,8568,,0,574
St. Germain,Marty Willson-Piper,oceania,male,wasabi,8569,,0,118
Beautiful Stranger,Rebecca St. James,oceania,female,wasabi,8570,,0,310
Cheat The Future,Darren Hanlon,oceania,male,wasabi,8571,,0,247
Blindly We Go,Jim White,oceania,male,wasabi,8572,,0,163
All Of Me,Amiel,oceania,female,wasabi,8573,,0,327
Southern Kind Of Life,Kasey Chambers,oceania,female,wasabi,8574,,0,234
Midnite In America,Steve Kilbey,oceania,male,wasabi,8575,,0,202
Maybe,Darren Hayes,oceania,male,wasabi,8576,,0,263
Going Going Gone,Dannii Minogue,oceania,female,wasabi,8577,,0,291
Without You,Dami Im,oceania,female,wasabi,8578,,0,298
