artist,song_title,gender,ethnicity,lyrics_source
Natalia Oreiro,Valor,Female,South America,genius
Dorival Caymmi,...Das Rosas,Male,South America,genius
Sandra Mihanovich,Sobrevivientes,Female,South America,genius
Roberto Goyeneche,Balada Para Un Loco,Male,South America,genius
Jorge Ben,Norma Jean,Male,South America,genius
Wilson Simonal,Tributo A Martin Luther King,Male,South America,genius
MC Marcinho,Porque Te Amo,Male,South America,genius
Renato Russo,Dolcissima Maria,Male,South America,genius
Pedro Aznar,Hydra,Male,South America,genius
Atahualpa Yupanqui,El Pintor,Male,South America,genius
Gusttavo Lima,Eu Te Achei,Male,South America,genius
Gustavo Cerati,Sulky,Male,South America,genius
Semino Rossi,Tanz Noch Einmal Mit Mir,Male,South America,genius
Joyce,Improvisado,Female,South America,genius
Gal Costa,Flor Do Cerrado,Female,South America,genius
Soledad,Luces Para Mi,Female,South America,genius
Alexandre Pires,Esa Tal Libertad,Male,South America,genius
Seu Jorge,Dois Beijinhos,Male,South America,genius
Bebel Gilberto,August Day Song,Female,South America,genius
Alejandro Lerner,Permiso De Volar,Male,South America,genius
Juanes,Hoy Me Voy,Male,South America,genius
Alcione,Menino Do Calabar,Female,South America,genius
Diego Torres,Alguien La Vio Partir,Male,South America,genius
Nando Reis,Pra Ela Voltar,Male,South America,genius
Lulu Santos,Odara,Male,South America,genius
Edu Lobo,Aleluia,Male,South America,genius
Gal Costa,Corcovado,Female,South America,genius
Javier Calamaro,Rayo De Luz,Male,South America,genius
Marcelo D2,Nega,Male,South America,genius
Nacha Guevara,Vals Del Minuto,Female,South America,genius
Adriana Varela,Pa' Lo Que Te Va A Durar,Female,South America,genius
Clementina De Jesus,Papel Reclame,Female,South America,genius
Cartola,Peito Vazio,Male,South America,genius
Nano Stern,Casualidad,Male,South America,genius
Pedro Aznar,Because,Male,South America,genius
Alcione,Obrigado Bateria,Female,South America,genius
Ivete Sangalo,De Ladinho,Female,South America,genius
Djavan,A Rosa,Male,South America,genius
Diomedes Diaz,Sin Saber Que Me Espera,Male,South America,genius
Natural Black,Hard Ears,Male,South America,genius
Diomedes Diaz,Mi Primera Cana,Male,South America,genius
Gian Marco,Amores Imperfectos,Male,South America,genius
Ricardo Montaner,Amor De Roca,Male,South America,genius
Carlos Gardel,Pobre Gallo Bataraz,Male,South America,genius
Mercedes Sosa,Los Hermanos,Female,South America,genius
Rita Lee,Baby,Female,South America,genius
Carca,Visiones De Campo,Male,South America,genius
Chico Buarque,Deixe A Menina,Male,South America,genius
Alexandre Pires,"As Veces Tu, As Veces Yo",Male,South America,genius
Mercedes Sosa,Zamba Del Chaguanco,Female,South America,genius
Mercedes Sosa,Los Hermanos,Female,South America,genius
Alberto Cortez,Callejero,Male,South America,genius
Ivete Sangalo,Empurra-Empurra,Female,South America,genius
Atahualpa Yupanqui,Duerme Negrito,Male,South America,genius
Nando Reis,Sou Dela,Male,South America,genius
Lulu Santos,Casa,Male,South America,genius
Alberto Cortez,Callejero,Male,South America,genius
Raul Seixas,Rua Augusta/O Bom,Male,South America,genius
Mercedes Sosa,Cuando Ya Me Empiece A Quedar Solo,Female,South America,genius
Adrian Belew,Pretty Pink Rose,Male,North America,genius
Amy Diamond,Diamonds,Female,Europe,genius
Aaliyah,I Care 4 U,Female,North America,genius
Agnes Obel,Run Cried The Crawling,Female,Europe,genius
Alexandra Stan,Get Back (ASAP),Female,Europe,genius
Alicia Keys,Jane Doe,Female,North America,genius
Ali Love,Moscow Girl,Male,Europe,genius
Aaron Lewis,Creep,Male,North America,genius
Andrea Bocelli,Recondita Armonia,Male,Europe,genius
Ace Hood,Bugatti,Male,North America,genius
Alicia Keys,Girl On Fire,Female,North America,genius
Ana Gabriel,Algo (Something),Female,North America,genius
Amy Winehouse,Halftime,Female,Europe,genius
Alain Chamfort,Paradis,Male,Europe,genius
Alexandra Stan,All My People,Female,Europe,genius
Alexis Korner,Get Off My Cloud,Male,Europe,genius
Aaron Neville,Cry Me A River,Male,North America,genius
Andrew Lloyd Webber,Rolling Stock (Reprise),Male,Europe,genius
Andrew Bird,First Song,Male,North America,genius
Alain Bashung,Les Mots Bleus,Male,Europe,genius
Alain Bashung,Avec Le Temps,Male,Europe,genius
Alicia Keys,Butterflyz,Female,North America,genius
Aaron Freeman,Jean,Male,North America,genius
Adrian Stern,No. 1,Male,Europe,genius
Alanis Morissette,Party Boy,Female,North America,genius
Aimee Mann,Ballantines,Female,North America,genius
Alain Souchon,Le Bateau Mouche,Male,Europe,genius
Amy Studt,Nobody,Female,Europe,genius
Alain Chamfort,Palais Royal,Male,Europe,genius
Aaron Lewis,The Story Never Ends,Male,North America,genius
Alicia Keys,"Feeling U, Feeling Me (Interlude)",Female,North America,genius
Alanis Morissette,Lets Do It (Lets Fall In Love),Female,North America,genius
Aimee Mann,Lucy In The Sky With Diamonds,Female,North America,genius
Amy Winehouse,Tears Dry On Their Own,Female,Europe,genius
Alanis Morissette,Princes Familiar,Female,North America,genius
Alison Moyet,Is This Love?,Female,Europe,genius
Andrea Bocelli,Core 'ngrato,Male,Europe,genius
Ani DiFranco,Both Hands,Female,North America,genius
Al Stewart,The Carmichaels,Male,Europe,genius
Andrew Bird,MX Missiles,Male,North America,genius
Alain Chamfort,Volatile,Male,Europe,genius
Aloe Blacc,Lift Your Spirit,Male,North America,genius
Ana Moura,Leva-Me Aos Fados,Female,Europe,genius
Amy Winehouse,He Can Only Hold Her,Female,Europe,genius
Andrew Bird,If I Needed You,Male,North America,genius
Alicia Keys,Slow Down,Female,North America,genius
Ann Hampton Callaway,Blues In The Night,Female,North America,genius
Alanis Morissette,That I Would Be Good,Female,North America,genius
Andrea Bocelli,Recondita Armonia,Male,Europe,genius
Andy Mineo,Caught Dreaming,Male,North America,genius
Ana Moura,Caso Arrumado,Female,Europe,genius
Andrew Bird,"Not A Robot, But A Ghost",Male,North America,genius
Alain Chamfort,"Signe De Vie, Signe DAmour",Male,Europe,genius
Alain Chamfort,Palais Royal,Male,Europe,genius
Ace Frehley,2 Young 2 Die,Male,North America,genius
Ace Frehley,Toys,Male,North America,genius
Alejandro Escovedo,Dear Head On The Wall,Male,North America,genius
Aloe Blacc,Ticking Bomb,Male,North America,genius
Alan Menken,"Mine, Mine, Mine",Male,North America,genius
Andrew Bird,Nomenclature,Male,North America,genius
Alistair Griffin,Bring It On,Male,Europe,genius
Amy Winehouse,Rehab,Female,Europe,genius
Adele,Tired,Female,Europe,genius
Alain Bashung,She Belongs To Me,Male,Europe,genius
Aimee Mann,You Do,Female,North America,genius
Aimee Mann,Ray,Female,North America,genius
Alain Chamfort,Lucette Et Lucie,Male,Europe,genius
Al Green,Light My Fire,Male,North America,genius
Amy Macdonald,Poison Prince,Female,Europe,genius
Andrew Bird,Lazy Projector,Male,North America,genius
Alain Souchon,Somerset Maugham,Male,Europe,genius
Al Stewart,Broadway Hotel,Male,Europe,genius
Alicia Keys,Fallin',Female,North America,genius
Alfie Boe,Empty Chairs At Empty Tables,Male,Europe,genius
Alain Chamfort,"Madona, Madona",Male,Europe,genius
Ann Hampton Callaway,Lover Come Back To Me,Female,North America,genius
Andrea Bocelli,Ingemisco,Male,Europe,genius
Aaron Neville,The Bells,Male,North America,genius
Anita Lipnicka,Zimy Czas,Female,Europe,genius
Alejandro Escovedo,Swallows Of San Juan,Male,North America,genius
Alina Orlova,Paskutinio Mamuto Daina,Female,Europe,genius
Aimee Mann,True Believer,Female,North America,genius
Alicia Keys,How It Feels To Fly,Female,North America,genius
Anastacia,Seasons Change,Female,North America,genius
Alain Chamfort,Les Jours De Moisson,Male,Europe,genius
Ana Torroja,Hijo De La Luna,Female,Europe,genius
Alison Krauss,Get Me Through December,Female,North America,genius
Ace Frehley,Immortal Pleasures,Male,North America,genius
Andrea Bocelli,Por Ti Volare,Male,Europe,genius
Andrew Lloyd Webber,Think Of Me,Male,Europe,genius
Andrew Bird,Opposite Day,Male,North America,genius
Angel Olsen,Unfucktheworld,Female,North America,genius
Al B. Sure!,Hotel California,Male,North America,genius
Aimee Mann,It Takes All Kinds,Female,North America,genius
Abbey Lincoln,"Brother, Can You Spare A Dime?",Female,North America,genius
Amy Winehouse,Tears Dry On Their Own,Female,Europe,genius
Aaron Neville,Rainy Night In Georgia,Male,North America,genius
Aloe Blacc,Red Velvet Seat,Male,North America,genius
Aaliyah,I Refuse,Female,North America,genius
Alain Bashung,Blue Eyes Crying In The Rain,Male,Europe,genius
Adriano Celentano,Una Festa Sui Prati,Male,Europe,genius
Active Child,Johnny Belinda,Male,North America,genius
Aaliyah,We Need A Resolution,Female,North America,genius
Adam Ant,Car Trouble,Male,Europe,genius
Amel Larrieux,Make Me Whole,Female,North America,genius
Al Jarreau,Your Song,Male,North America,genius
Alanis Morissette,That I Would Be Good,Female,North America,genius
Amanda Seyfried,Honey Honey,Female,North America,genius
Amanda Palmer,Exit Music (For A Film),Female,North America,genius
Andrew Bird,"Skin Is, My",Male,North America,genius
Amy Diamond,Champion,Female,Europe,genius
Alan Sorrenti,Angelo,Male,Europe,genius
Alain Chamfort,Les Beaux Yeux De Laure,Male,Europe,genius
Aaron Neville,Hercules,Male,North America,genius
Alain Chamfort,Toute La Ville En Parle,Male,Europe,genius
Alanis Morissette,Uninvited,Female,North America,genius
Adriana Varela,En Un Feca,Female,North America,genius
Aaron Neville,The Christmas Song,Male,North America,genius
Alan Sorrenti,Oratore,Male,Europe,genius
Andru Donalds,Lovelight In Your Eyes,Male,North America,genius
Alejandro Escovedo,Arizona,Male,North America,genius
Amanda Palmer,Creep,Female,North America,genius
Aaliyah,Never No More,Female,North America,genius
Alicia Keys,Mr. Man,Female,North America,genius
Anastacia,Not That Kind,Female,North America,genius
Alanis Morissette,Head Over Feet,Female,North America,genius
Aaron Neville,You Never Can Tell,Male,North America,genius
Alain Souchon,On Avance,Male,Europe,genius
Alexis HK,Princesse De Papier,Male,North America,genius
Adele,Crazy For You,Female,Europe,genius
Allen Toussaint,Time Is On My Side,Female,North America,genius
Angie Aparo,Man In The Box,Male,North America,genius
Alan Sorrenti,Aria,Male,Europe,genius
Alain Chamfort,Clara Veut La Lune,Male,Europe,genius
Andrew Gold,Learning The Game,Male,North America,genius
Alanis Morissette,You Oughta Know,Female,North America,genius
Adriano Celentano,Il Ragazzo Della Via Gluck,Male,Europe,genius
Andrea Bocelli,Panis Angelicus,Male,Europe,genius
Aimee Mann,How Am I Different,Female,North America,genius
Afroman,Back On The Bus,Male,North America,genius
Amy Millan,Run For Me,Female,North America,genius
Andy Burrows,The Colour Of My Dreams,Male,Europe,genius
Andy Hunter°,Alive,Male,Europe,genius
Allison Crowe,Throw Your Arms Around Me,Female,North America,genius
Alejandro Escovedo,Break This Time,Male,North America,genius
Andrew Bird,The Naming Of Things,Male,North America,genius
Anastacia,I Dreamed You,Female,North America,genius
Adele,Hometown Glory,Female,Europe,genius
Anastacia,You Shook Me All Night Long,Female,North America,genius
Alison Moyet,Weak In The Presence Of Beauty,Female,Europe,genius
Adriano Celentano,Il Ragazzo Della Via Gluck,Male,Europe,genius
Alain Chamfort,Souris Puisque CEst Grave,Male,Europe,genius
Achim Reichel,Ich Bin So Wild Nach Deinem Erdbeermund,Male,Europe,genius
Ana Torroja,I Wish You Were Here,Female,Europe,genius
Aaliyah,Back And Forth,Female,North America,genius
Ace Frehley,Trouble Walkin',Male,North America,genius
Amba Shepherd,Apollo,Male,Europe,genius
Adam Lambert,Ring Of Fire,Male,North America,genius
Al Stewart,Flying Sorcery,Male,Europe,genius
Aaliyah,Death Of A Playa,Female,North America,genius
Amy Winehouse,Round Midnight,Female,Europe,genius
Alicia Keys,Goodbye,Female,North America,genius
Alicia Keys,Butterflyz,Female,North America,genius
Alan Doyle,Testify,Male,North America,genius
Amy Sky,Wall Against The Waters,Female,North America,genius
Alicia Keys,Caged Bird,Female,North America,genius
Amy Winehouse,Wake Up Alone,Female,Europe,genius
Anastacia,Welcome To My Truth,Female,North America,genius
Alicia Keys,Diary,Female,North America,genius
Anastacia,Wishing Well,Female,North America,genius
Alanis Morissette,I Was Hoping,Female,North America,genius
Al Jarreau,Lean On Me,Male,North America,genius
Andy Williams,Born Free,Male,North America,genius
Aaron Neville,(Sittin' On) The Dock Of The Bay,Male,North America,genius
Aimee Mann,Gamma Ray,Female,North America,genius
Alejandro Escovedo,Little Bottles,Male,North America,genius
Andrew Bird,Sweetbreads,Male,North America,genius
Adrian Belew,Another Time,Male,North America,genius
Alain Chamfort,Ma Faiblesse Est La Plus Forte,Male,Europe,genius
Alain Chamfort,Traces De Toi,Male,Europe,genius
Al Green,For The Good Times,Male,North America,genius
Al Jarreau,Better Than Anything,Male,North America,genius
Al Jolson,Way Down Yonder In New Orleans,Male,Europe,genius
Alison Krauss,You Will Be My Ain True Love,Female,North America,genius
Adele,Fool That I Am,Female,Europe,genius
Alejandro Escovedo,This Bed Is Getting Crowded,Male,North America,genius
Al Stewart,Lord Grenville,Male,Europe,genius
Andrew Bird,Masterswarm,Male,North America,genius
Alina Orlova,Ramuma,Female,Europe,genius
Alain Chamfort,Clara Veut La Lune,Male,Europe,genius
Anita Lipnicka,Daleko Od Domu,Female,Europe,genius
Albert Hammond,Rivers Are For Boats,Male,Europe,genius
Ali B,Rampeneren,Male,Europe,genius
Alejandro Escovedo,Chip 'N' Tony,Male,North America,genius
Alejandro Escovedo,Tired Skin,Male,North America,genius
Adele,Rumour Has It,Female,Europe,genius
Andrea Bocelli,Por Ti Volare,Male,Europe,genius
Alanis Morissette,Jealous,Female,North America,genius
Alison Moyet,The First Time Ever I Saw Your Face,Female,Europe,genius
Amy Diamond,One Of The Ones,Female,Europe,genius
Alain Chamfort,Traces De Toi,Male,Europe,genius
Aimee Mann,How Am I Different,Female,North America,genius
Amy Winehouse,Our Day Will Come,Female,Europe,genius
Andreas Gabalier,Die Liste,Male,Europe,genius
Andrew Bird,Lusitania,Male,North America,genius
Alain Chamfort,Plus Douce Sera La Chute,Male,Europe,genius
Alain Chamfort,Traces De Toi,Male,Europe,genius
Alain Chamfort,Rendez-Vous...,Male,Europe,genius
Alain Chamfort,Traces De Toi,Male,Europe,genius
Allan Sherman,The Twelve Gifts Of Christmas,Male,North America,genius
Aaliyah,If Your Girl Only Knew,Female,North America,genius
Afroman,Mississippi,Male,North America,genius
Andrew Bird,The Privateers,Male,North America,genius
Angelo Branduardi,La Canzone Di Aengus Il Vagabondo,Male,Europe,genius
Aimee Mann,Red Flag Diver,Female,North America,genius
Aaron Neville,Tell It Like It Is,Male,North America,genius
Al Green,So Good To Be Here,Male,North America,genius
Alain Chamfort,Bambou,Male,Europe,genius
Allan Edwall,Sommarvisa,Male,Europe,genius
Aaron Neville,A Change Is Gonna Come,Male,North America,genius
Andrea Bocelli,La Dolcissima Effigie,Male,Europe,genius
Afroman,Tumbleweed,Male,North America,genius
Alan Sorrenti,A Te Che Dormi,Male,Europe,genius
Alexis HK,Gaspard,Male,North America,genius
Alejandro Escovedo,With These Hands,Male,North America,genius
Alain Chamfort,Un Coin De Vie,Male,Europe,genius
Amy Millan,Run For Me,Female,North America,genius
Alanis Morissette,Not All Me,Female,North America,genius
Anastacia,Heavy On My Heart,Female,North America,genius
Aaliyah,Extra Smooth,Female,North America,genius
Alison Moyet,Is This Love?,Female,Europe,genius
Alejandro Escovedo,Undesired,Male,North America,genius
Ani DiFranco,Shameless,Female,North America,genius
Amanda Palmer,No Surprises,Female,North America,genius
Andrew Bird,Fiery Crash,Male,North America,genius
Aled Jones,Father And Son,Male,Europe,genius
Amy Winehouse,Wake Up Alone,Female,Europe,genius
Andrew Lloyd Webber,He Whistled At Me (Reprise),Male,Europe,genius
Andrew Bird,Cataracts,Male,North America,genius
A$AP Rocky,Everyday,Male,North America,genius
Aaron Neville,Respect Yourself,Male,North America,genius
Aimee Mann,Nothing Is Good Enough,Female,North America,genius
Amerie,1 Thing,Female,North America,genius
Aaron Neville,Tell It Like It Is,Male,North America,genius
Allison Crowe,In My Life,Female,North America,genius
Alan Doyle,Northern Plains,Male,North America,genius
Alicia Keys,No One,Female,North America,genius
Alain Chamfort,Tombouctou,Male,Europe,genius
Alanis Morissette,Receive,Female,North America,genius
Andru Donalds,Simple Obsession,Male,North America,genius
Al Jarreau,Teach Me Tonight,Male,North America,genius
Andrew Bird,Orpheo Looks Back,Male,North America,genius
Andrew Lloyd Webber,Take That Look Off Your Face,Female,Europe,genius
Aimee Mann,Calling It Quits,Female,North America,genius
Alexis HK,Princesse De Papier,Male,North America,genius
Aaliyah,Miss You (Remix),Female,North America,genius
Adrian Stern,Werum Denn Eifach?,Male,Europe,genius
Alain Bashung,Les Mots Bleus,Male,Europe,genius
Alejandro Escovedo,Undesired,Male,North America,genius
Angel Olsen,Windows,Female,North America,genius
Aaliyah,Never No More,Female,North America,genius
Alejandro Escovedo,Across The River,Male,North America,genius
Alina Orlova,Vasaris,Female,Europe,genius
Alan Parsons,Siren Song,Male,Europe,genius
Alison Moyet,Love Letters,Female,Europe,genius
Adriana Varela,"El Otro Cambio, Los Que Se Fueron",Female,North America,genius
Akon,Right Now (Na Na Na),Male,North America,genius
Alexandra Burke,Hallelujah,Female,Europe,genius
Al Jarreau,Try A Little Tenderness,Male,North America,genius
Al Stewart,Almost Lucy,Male,Europe,genius
Adrian Belew,The Ideal Woman,Male,North America,genius
Amy Macdonald,4th Of July,Female,Europe,genius
Alanis Morissette,Hand In My Pocket,Female,North America,genius
Al Kooper,Come Down In Time,Male,North America,genius
Andrew Lloyd Webber,Poor Jerusalem,Male,Europe,genius
Ana Johnsson,Here I Go Again,Female,Europe,genius
Alain Chamfort,Traces De Toi,Male,Europe,genius
Anita Meyer,Why Tell Me Why,Female,Europe,genius
Alison Moyet,Sleep Like Breathing,Female,Europe,genius
Al Green,Rhymes,Male,North America,genius
Aloe Blacc,Here Today,Male,North America,genius
Aled Jones,Abide With Me,Male,Europe,genius
Aimee Mann,Satellite,Female,North America,genius
Active Child,Ancient Eye,Male,North America,genius
Alan Walker,Faded,Male,Europe,genius
Amy Macdonald,Pride,Female,Europe,genius
Andrew Lloyd Webber,Call Me Rusty,Male,Europe,genius
Andrew Bird,Masterfade,Male,North America,genius
Allen Toussaint,Proud Mary,Male,North America,genius
Aaron Neville,The Bells,Male,North America,genius
Afroman,Palmdale,Male,North America,genius
Amy Studt,Happy Now,Female,Europe,genius
Aimee Mann,You Do,Female,North America,genius
Al Atkins,Black Sheep Of The Family,Male,Europe,genius
Aloe Blacc,Here Today,Male,North America,genius
Ann Hampton Callaway,The Glory Of Love,Female,North America,genius
Alain Chamfort,La Saison Des Pleurs,Male,Europe,genius
Alanis Morissette,This Grudge,Female,North America,genius
Aimee Mann,Stranger Into Starman,Female,North America,genius
Agnes Obel,Aventine,Female,Europe,genius
Adriano Celentano,Il Ragazzo Della Via Gluck,Male,Europe,genius
Albert Hammond,Rivers Are For Boats,Male,Europe,genius
Andrea Bocelli,Cantique De Noel,Male,Europe,genius
Al Stewart,A Long Way Down From Stephanie,Male,Europe,genius
Amy Speace,Left Me Hanging,Female,North America,genius
Andrew Bird,Souverian,Male,North America,genius
Alanis Morissette,Out Is Through,Female,North America,genius
Ani DiFranco,Hat Shaped Hat,Female,North America,genius
Alejandro Escovedo,Pyramid Of Tears,Male,North America,genius
Andrew Bird,Masterfade,Male,North America,genius
Angie Stone,No More Rain (In This Cloud),Female,North America,genius
Al Stewart,Sand In Your Shoes,Male,Europe,genius
Alanis Morissette,This Grudge,Female,North America,genius
Alain Chamfort,Charmant Petit Monstre,Male,Europe,genius
Aled Jones,All Through The Night,Male,Europe,genius
Adam Ant,Kings Of The Wild Frontier,Male,Europe,genius
Ace Frehley,Gimme A Feelin',Male,North America,genius
Alejandro Escovedo,Shelling Rain,Male,North America,genius
Andrew Bird,Spirograph,Male,North America,genius
Angelzoom,Into My Arms,Female,Europe,genius
Amy Grant,Good For Me,Female,North America,genius
Alison Moyet,Sleep Like Breathing,Female,Europe,genius
Alina Orlova,Lovesong,Female,Europe,genius
Alina Orlova,Po Tiltu,Female,Europe,genius
Al Green,Summertime,Male,North America,genius
Alina Orlova,Nesvarbu,Female,Europe,genius
Anastacia,Left Outside Alone,Female,North America,genius
Aaron Neville,Stand By Me,Male,North America,genius
Andrew Bird,Orpheo,Male,North America,genius
Andrew Bird,Tables And Chairs,Male,North America,genius
Andrew Bird,Bein' Green,Male,North America,genius
Adele,Hometown Glory,Female,Europe,genius
Amy Winehouse,Love Is A Losing Game,Female,Europe,genius
Adriano Celentano,Jailhouse Rock,Male,Europe,genius
Alejandro Escovedo,One More Time,Male,North America,genius
Ana Moura,De Quando Em Vez,Female,Europe,genius
Alain Bashung,Ma Lou Marilou,Male,Europe,genius
Adam Rickitt,I Breathe Again,Male,Europe,genius
Allison Crowe,Imagine,Female,North America,genius
Andrea Bocelli,Canzoni Stonate,Male,Europe,genius
Aimee Mann,Borrowing Time,Female,North America,genius
Ace Frehley,Hide Your Heart,Male,North America,genius
Ace Frehley,Toys,Male,North America,genius
Alejandro Escovedo,Always A Friend,Male,North America,genius
Al Stewart,Night Train To Munich,Male,Europe,genius
Andrew Bird,Simple X,Male,North America,genius
Alicia Keys,Love Is My Disease,Female,North America,genius
Agnes Obel,Dorian,Female,Europe,genius
Andrea Bocelli & Sarah Brightman,Time To Say Goodbye,Female,Europe,genius
Alex Clare,Too Close,Male,Europe,genius
Al Green,Full Of Fire,Male,North America,genius
Anastacia,Made For Lovin' You,Female,North America,genius
Alain Souchon,Les Enfants Sages,Male,Europe,genius
Aaliyah,4 Page Letter,Female,North America,genius
Al Jarreau,Fire And Rain,Male,North America,genius
Adriano Celentano,Il Ragazzo Della Via Gluck,Male,Europe,genius
Adriano Celentano,Una Festa Sui Prati,Male,Europe,genius
Andrew Bird,Song Of Foot,Male,North America,genius
Amy Winehouse,Back To Black,Female,Europe,genius
Andrew Gold,Oh Urania (Take Me Away),Male,North America,genius
Alejandro Escovedo,Faith,Male,North America,genius
Amanda Palmer,Provanity,Female,North America,genius
Adam Lambert,Aftermath,Male,North America,genius
Amy Sky,I Will Take Care Of You,Female,North America,genius
Alina Orlova,"Twinkle, Twinkle Little Star",Female,Europe,genius
Andy Hunter°,Angelic,Male,Europe,genius
Abbey Lincoln,Come Sunday,Female,North America,genius
Alanis Morissette,Knees Of My Bees,Female,North America,genius
Alanis Morissette,On My Own,Female,North America,genius
Alan Parsons,Wine From The Water,Male,Europe,genius
Alejandro Escovedo,Pale Blue Eyes,Male,North America,genius
Aaron Tveit,Drink With Me,Male,North America,genius
Afrojack,Born To Run,Male,Europe,genius
Aimee Mann,Labrador,Female,North America,genius
Adele,Lovesong,Female,Europe,genius
Alanis Morissette,Excuses,Female,North America,genius
Al Jolson,Pasadena,Male,Europe,genius
Achim Reichel,Aloha Heja He,Male,Europe,genius
Aimee Mann,Slip And Roll,Female,North America,genius
Aaliyah,Those Were The Days,Female,North America,genius
Alison Moyet,That Ole Devil Called Love,Female,Europe,genius
Angel Olsen,Hi-Five,Female,North America,genius
Allison Crowe,What Child Is This,Female,North America,genius
Alanis Morissette,I Was Hoping,Female,North America,genius
Andy Williams,Show Me,Male,North America,genius
Andru Donalds,Lovelight In Your Eyes,Male,North America,genius
Adrian Stern,Alles Was Du Wotsch,Male,Europe,genius
Abbey Lincoln,Lost In The Stars,Female,North America,genius
Amy Diamond,Welcome To The City,Female,Europe,genius
Alanis Morissette,Sympathetic Character,Female,North America,genius
Alexandra Stan,All My People,Female,Europe,genius
Anastacia,Made For Lovin' You,Female,North America,genius
Alison Krauss,Dreaming My Dreams With You,Female,North America,genius
Ace Frehley,Remember Me,Male,North America,genius
Ace Frehley,Pain In The Neck,Male,North America,genius
Alan Doyle,Sorry,Male,North America,genius
Anita Lipnicka,Teraz,Female,Europe,genius
Allan Edwall,Du Och Jag,Male,Europe,genius
Alan Menken,Gaston,Male,North America,genius
Al Green,So Good To Be Here,Male,North America,genius
Al Jarreau,Lean On Me,Male,North America,genius
Ani DiFranco,Little Plastic Castle,Female,North America,genius
Al Jarreau,If I Ever Lose This Heaven,Male,North America,genius
Amy Macdonald,The Days Of Being Young And Free,Female,Europe,genius
Amanda Palmer,Doctor Oz,Female,North America,genius
All-4-One,Smoke Gets In Your Eyes,Male,Europe,genius
Aimee Mann,31 Today,Female,North America,genius
Amy Macdonald,The Furthest Star,Female,Europe,genius
Aimee Mann,Susan,Female,North America,genius
Alanis Morissette,Forgiven,Female,North America,genius
Andy Hunter°,Translucent,Male,Europe,genius
Amy Studt,Going Out Of My Mind,Female,Europe,genius
Acker Bilk,"Here, There And Everywhere",Male,Europe,genius
Andrew Bird,Weather Systems,Male,North America,genius
Andrea Bocelli,Der Engel,Male,Europe,genius
Aaron Neville,Hercules,Male,North America,genius
Andrew Bird,"Skin Is, My",Male,North America,genius
Aimee Mann,Disappeared,Female,North America,genius
Alan Doyle,Break It Slow,Male,North America,genius
Alan Stivell,Son Ar Chistr,Male,Europe,genius
Adam Sandler,The Chanukah Song,Male,North America,genius
Alejandro Escovedo,San Antonio Rain,Male,North America,genius
Amy Studt,Beautiful Lie,Female,Europe,genius
Alanis Morissette,Uninvited,Female,North America,genius
Alexis HK,Ignoble Noble,Male,North America,genius
Andrew Bird,Tin Foiled,Male,North America,genius
Alanis Morissette,You Learn,Female,North America,genius
Amy Winehouse,Teach Me Tonight,Female,Europe,genius
Aldo Nova,Blood On The Bricks,Male,North America,genius
Alanis Morissette,Baba,Female,North America,genius
Alanis Morissette,Everything,Female,North America,genius
Alain Chamfort,7 Amazones,Male,Europe,genius
Alanis Morissette,Fear Of Bliss,Female,North America,genius
Adam Ant,'Antmusic',Male,Europe,genius
Andrew Bird,Natural Disaster,Male,North America,genius
Andrew Bird,Near Death Experience Experience,Male,North America,genius
Ace Frehley,Back To School,Male,North America,genius
Andreas Bourani,Nur In Meinem Kopf,Male,Europe,genius
Aloe Blacc,Red Velvet Seat,Male,North America,genius
Andy McKee,Africa,Male,North America,genius
Andrew Bird,The Trees Were Mistaken,Male,North America,genius
Afroman,The American Dream,Male,North America,genius
Allison Crowe,It Came Upon A Midnight Clear,Female,North America,genius
Allison Crowe,Let It Be,Female,North America,genius
Aaliyah,More Than A Woman,Female,North America,genius
Ali B,Rampeneren,Male,Europe,genius
Alanis Morissette,Numb,Female,North America,genius
Aaron Neville,All My Life,Female,North America,genius
Alejandro Escovedo,Five Hearts Breaking,Male,North America,genius
Adrian Belew,I Wonder,Male,North America,genius
A$AP Rocky,Phoenix,Male,North America,genius
Aaliyah,Rock The Boat,Female,North America,genius
Andrea Bocelli,Una Furtiva Lagrima,Male,Europe,genius
Ana Johnsson,6 Feet Under,Female,Europe,genius
Aaliyah,If Your Girl Only Knew,Female,North America,genius
Andy Williams,Have Yourself A Merry Little Christmas,Male,North America,genius
Al Jolson,You Are Too Beautiful,Male,Europe,genius
Alicia Keys,Girl On Fire,Female,North America,genius
Amy Macdonald,The Green And The Blue,Female,Europe,genius
Alicia Keys,Put It In A Love Song,Female,North America,genius
Aaron Neville,A Change Is Gonna Come,Male,North America,genius
Alanis Morissette,Ironic,Female,North America,genius
Allan Sherman,Rat Fink,Male,North America,genius
Al Martino,The Little Drummer Boy,Male,North America,genius
Alain Chamfort,Notre Histoire,Male,Europe,genius
Al Martino,O Come All Ye Faithful,Male,North America,genius
Ace Frehley,Shot Full Of Rock,Male,North America,genius
Alain Bashung,Ma Lou Marilou,Male,Europe,genius
Al Green,L-O-V-E (Love),Male,North America,genius
Andrea Bocelli,Adeste Fideles,Male,Europe,genius
Adriano Celentano,Il Ragazzo Della Via Gluck,Male,Europe,genius
Alain Bashung,Volutes,Male,Europe,genius
Alain Chamfort,Paradis,Male,Europe,genius
Allison Crowe,Hallelujah,Female,North America,genius
